,Unnamed: 0,Unnamed: 0.1,Creation date,Business Id,Location name,Group Id,Group name,Business Code,Address,City,Platform,Deleted,Timezone,Rating,Response date,template_used,Recommended,Response date.1,template_used.1,Number of comments,Rating.1,Response date.2,Langues,Content_clean,Response_clean,Response_1_clean,Response_2_clean,scores,compound,comp_score,Topic,topic_ntm,topic,topic label
15400,25501,25501,2021-11-04 12:53:51,565c8ee33440cd4d3f4819d3,Castorama,2214.0,EST,1470,4 rue René Cassin,Chalon Sur Saone,GOOGLE_MY_BUSINESS,No,Europe/Paris,4.0,2021-11-05 7:57:56,Commentaire constructif ,,,,,,,ENGLISH,beaucoup choix difficile trouver vendeur avoir information produits dommage,bonjour martine remercions retour positif suite visite toutes équipes mobilisées satisfaire nhésitez faire part remarques suggestion restons écoute souhaitons agréable fin journée cordialement franck castorama,,,"{'neg': 0.461, 'neu': 0.539, 'pos': 0.0, 'compound': -0.7165}",-0.7165,tres negatif,1,Produits,0,Magasin
15403,25512,25512,2021-11-04 9:52:06,565c8ee43440cd4d3f481a15,Castorama,2213.0,OUEST,1439,boulevard De La Beaujoire,Nantes,GOOGLE_MY_BUSINESS,Yes,Europe/Paris,1.0,2021-06-04 11:12:47,Mesures prises,,,,,,,FRENCH,acheté tondeuse année dernière mc allisterun ressort commande traction casseje rends magasin foutu trouver piece rechange voulais changer lamerien place bien viensdeme taper 72 km chez rien vendeur dit bien ressort a 135 10 euro portwooo appelez ça comment comment oui dameeee vol donc amazon chez moilivré demain matinvive amazon,bonjour merci davoir pris temp faire part avis si regrettons visite mal passée lexpérience décrivez correspond absolument souhaitons client allons mettre place bonnes mesures remédier cordialement william castorama,,,"{'neg': 0.112, 'neu': 0.866, 'pos': 0.023, 'compound': -0.6832}",-0.6832,tres negatif,2,Magasin,0,Magasin
15472,25628,25628,2021-11-03 10:33:37,565c8ee23440cd4d3f4819c9,Castorama,2215.0,NOUVELLE AQUITAINE,1499,avenue De Paris,Lormont,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-11-03 14:32:11,,,,,,,,ENGLISH,très déçu personne malfaisante endommagé tout véhicule côté gauche hier parking casto lormont sans sécurité intervienne demandé être reçu responsable personne honteux,bonjour madame comme dit hier responsable sécurité va contacté malheureusement sagit dun parking règles code route sapplique sachant véhicule garé angle mort caméra pouvons faire grand chose cordialement marc doucet,,,"{'neg': 0.418, 'neu': 0.509, 'pos': 0.073, 'compound': -0.8698}",-0.8698,tres negatif,2,Vendeurs,2,livraison
15477,25634,25634,2021-11-03 9:56:23,565c8ee33440cd4d3f4819e5,Castorama,2217.0,AUVERGNE RHONE ALPES,1437,aéroport De Lyon Bron Case 06,Bron,GOOGLE_MY_BUSINESS,Yes,Europe/Paris,1.0,,,,,,,,,FRENCH,2 novembre 2021 9h45 10h castorama bro jappellemais personne décroche jai essayé plusieurs numéros téléphone visiblement personne travail 14 octobre 2021 17h46 castorama bron jai acheté hier abattant diani goodhome chevilles impossible utiliser etc nouveau système clipsablequi fonctionne fois deuxetc doi donc obtenir explication envisager retour produit service apres vente injoignable décroche jai tenté joindre plusieurs fois déjà difficile dobtenir contact laccueil cest complètement impossible lapres vente alorsil préférable acheter lorsquon nest produit regrette cet achat,,,,"{'neg': 0.123, 'neu': 0.836, 'pos': 0.041, 'compound': -0.6981}",-0.6981,tres negatif,2,Vendeurs,2,livraison
15480,25638,25638,2021-11-03 9:46:25,565c8ee53440cd4d3f481a51,Castorama,2214.0,EST,1443,28 avenue De La Foire Aux Vins,Colmar,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-11-08 10:42:40,Attente,,,,,,,ENGLISH,quelques bons vendeurs hôtesse accueil désagréable incompétente beaucoup conseiller savent ni connaissent produit refusent trouver produit note stock magasin carte casto inutile car retour erreurs emballage complet non ouvert refuse hôtesse a éviter vaut mieux aller mulhouse strasbourg car temp perdu transport gagné magasin final,bonjour thomas bastien navrée sentiment suite visite sachez faisons maximum rendre disponible face type situation nhésitez demander cadre permanence magasin pourra très certainement trouver solution tous ca merci davoir pris temp partager avis jespère expérience meilleure lors prochaine visite a bientôt léquipe castorama,,,"{'neg': 0.286, 'neu': 0.57, 'pos': 0.144, 'compound': -0.8176}",-0.8176,tres negatif,1,Vendeurs,0,Magasin
15554,25770,25770,2021-11-02 9:48:35,58d398f1b12ff64e5d7e52c6,Castorama,2213.0,OUEST,1409,route D'Alençon,Le Mans,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-11-02 16:30:38,Mauvaise expérience ,,,,,,,ENGLISH,magasin décevant personnel fuit caché dautres allées lorsque venez vers renseignements désolant,bonjour frederic bourgeois remercions davoir pris temp partager remarques sincèrement désolés lexpérience établissement réitérant toutes excuse souhaitons bonne journée léquipe castorama,,,"{'neg': 0.464, 'neu': 0.536, 'pos': 0.0, 'compound': -0.7783}",-0.7783,tres negatif,1,Vendeurs,1,personnel
15589,25832,25832,2021-11-01 20:24:51,565c8ee43440cd4d3f481a17,Castorama,2213.0,OUEST,1412,route nationale 10,Chambray Les Tours,GOOGLE_MY_BUSINESS,No,Europe/Paris,2.0,2021-11-02 6:26:15,Mauvaise expérience ,,,,,,,ENGLISH,1er novembre seule caissières vingtaine personnes attendent caissière reprend rendus vient aide cours instant puisque lagent sécurité bloque tout renvoie lautre débordante monde tout coup venir rechercher repasser caisse rendus quel bazard surtout manque dorganisation plain vraiment pauvre caissière a dû tout assumer,bonjour ginette bernard remercions davoir pris temp partager remarques sincèrement désolés lexpérience établissement réitérant toutes excuse souhaitons bonne journée léquipe castorama,,,"{'neg': 0.22, 'neu': 0.714, 'pos': 0.065, 'compound': -0.7783}",-0.7783,tres negatif,1,Vendeurs,0,Magasin
15626,25898,25898,2021-11-01 11:49:48,565c8ee53440cd4d3f481a49,Castorama,2218.0,SUD,1429,Les Semboules,Antibes,GOOGLE_MY_BUSINESS,No,Europe/Paris,4.0,,,,,,,,,ENGLISH,wc inaccessible dommage grand magasin etre obligé sortir bâtiments surtout quand pleut,,,,"{'neg': 0.355, 'neu': 0.645, 'pos': 0.0, 'compound': -0.6705}",-0.6705,tres negatif,1,Produits,0,Magasin
15637,25917,25917,2021-11-01 9:58:14,565c8ee53440cd4d3f481a4b,Castorama,2212.0,PARIS SUD,1456,20 rue De Gascogne,Olivet,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-11-04 8:40:02,Solution cherchée,,,,,,,ENGLISH,achat dune tondeuse 1 juin 2020 a an lavons utilisés 45 fois mari fait toujours niveau dhuile avant utilisation vérifie lame etc lorsquil a voulu réutiliser fonctionnait plus moteur serré pourtant lhuile a mi avant utilisation sou garantie mari va chez sav déjà personne reçoit très désagréable mari explique dit cest choc manque lhuile mari nest première fois quil a tondeuse sait lutiliser fait attention outils explique cela nest possible quil aimerait faire fonctionner garantie toujours très désagréable personne répond quil va prendre quen fait gros ça servait rien temp très fort savait déjà quil allait passer recevons courrier plus 400 euro réparation sachant quon achetée 195 euro sincèrement désolée sav castorama sans parler leurs incompétences voleurs remettrons plus pieds cette enseigne allons déconseiller proches,bonjour madame merci davoir pris temp faire part avis malgré cette expérience particulière assurée faisons maximum apporter solution tous client si lors dune prochaine visite ressenti nhésitez faire part suite afin puissions échanger responsable sav contacte jour proposer geste commercial lespérons atténuera ressenti lattente recevoir nouveau cordialement emmanuelle castorama,,,"{'neg': 0.142, 'neu': 0.788, 'pos': 0.07, 'compound': -0.8874}",-0.8874,tres negatif,2,Vendeurs,2,livraison
15727,26082,26082,2021-10-30 18:59:32,565c8ee43440cd4d3f481a11,Castorama,2210.0,NORD,1461,ZAC Du Pont Loby,Dunkerque,GOOGLE_MY_BUSINESS,No,Europe/Paris,3.0,2021-09-02 11:53:20,4-5 étoiles (sans commentaire) (2),,,,,,,ENGLISH,très déçu navez turbine escamotable darrosage grand terrain pourtant rayon prévu type darrosage vide dommage fournir chez concurent,bonjour papi 59 toute équipe remercie cet avis dit très vite nouveaux projets,,,"{'neg': 0.302, 'neu': 0.698, 'pos': 0.0, 'compound': -0.6697}",-0.6697,tres negatif,1,Produits,0,Magasin
15763,26151,26151,2021-10-30 12:55:18,565c8ee53440cd4d3f481a35,Castorama,2217.0,AUVERGNE RHONE ALPES,1454,rue Denis Papin,Bourgoin Jallieu,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-10-30 14:37:16,,,,,,,,ENGLISH,magasin catastrophe tous stock faux 1 heure perdu article marqué stock finalement moment retirer larticle plus stock cest première fois franchement métais promis plus retourner coup ci cest bonne faut vraiment quil fasse ménage magasin,bonjour monsieur aimerions reprendre contact mesure où pourrions apporter satisfaction améliorer organisation proposons transmettre détail insatisfaction ainsi coordonnées mail clientsbourgoincastoramafr mettrons tout oeuvre apporter réponse castorama bourgoin équipe écoute,,,"{'neg': 0.23, 'neu': 0.655, 'pos': 0.115, 'compound': -0.6249}",-0.6249,tres negatif,1,Vendeurs,0,Magasin
15774,26165,26165,2021-10-30 11:44:42,5db06e87c22f2e03404fc596,Castorama,2215.0,NOUVELLE AQUITAINE,2537,29 avenue Des Martyrs De La Libération,Merignac,GOOGLE_MY_BUSINESS,No,Europe/Paris,2.0,2021-11-05 13:11:18,Mauvaise expérience ,,,,,,,ENGLISH,acceptez ticket kadeos impossible dacheter carte cadeaux dommage car perdez client acheteurs magasin vraiment,bonjour junior ambrosino remercions davoir pris temp partager remarques sincèrement désolés lexpérience établissement effectivement lachat carte cadeau peut seffectuer quavec moyens paiement classiques réitérant toutes excuse souhaitons bonne journée léquipe castorama,,,"{'neg': 0.314, 'neu': 0.686, 'pos': 0.0, 'compound': -0.6705}",-0.6705,tres negatif,1,Vendeurs,0,Magasin
15783,26178,26178,2021-10-30 9:51:04,565c8ee73440cd4d3f481a87,Castorama,2216.0,OCCITANIE,1475,1270 avenue D'Espagne,Perpignan,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-11-02 17:35:12,personnalisé 2,,,,,,,FRENCH,vendeur quincaillerie incompétent utilise téléphone faire recherches lieu lordinateur incapable renseigner jen appris plus faisant propres recherche obligé dappeler vendeur plus 150km avoir renseignement,bonjour merci davoir pris temp davoir noté magasin navré si dernière visite na hauteur attentes dores déjà remarque a porté lattention responsable secteur espérant revoir prochainement établissement a bientôt didier castorama,,,"{'neg': 0.321, 'neu': 0.679, 'pos': 0.0, 'compound': -0.8155}",-0.8155,tres negatif,1,Vendeurs,0,Magasin
15822,26242,26242,2021-10-29 18:12:58,565c8ee53440cd4d3f481a31,Castorama,2216.0,OCCITANIE,1435,42 chemin Du Capouchiné,Nîmes,GOOGLE_MY_BUSINESS,No,Europe/Paris,5.0,2021-02-25 10:31:46,4-5 étoiles (sans commentaire) (3),,,,,,,ENGLISH,adepte bricolage chez trouve toujours faut très bien conseiller rayon peinture bricolage seule fausse note rayon climatisation ramener climatisation mobile défectueuse très compliqué prenez menteurs promenez quand enfin tester climatisation vu effectivement défectueuse rembourser cest seul désagrément a donc plus jamais clim,bonjour nathalie voisin merci davoir pris temp noter magasin toute équipe dit très vite nouveaux projets,,,"{'neg': 0.302, 'neu': 0.669, 'pos': 0.029, 'compound': -0.8971}",-0.8971,tres negatif,2,Vendeurs,0,Magasin
15855,26294,26294,2021-10-29 11:58:20,565c8ee43440cd4d3f481a1d,Castorama,2214.0,EST,1431,rue Bernard Palissy,Vandoeuvre Les Nancy,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-11-09 9:03:34,Avis remonté,,,,,,,ENGLISH,jai appelé castorama vandoeuvre savoir sil stock produit là balade poste poste finir jamais répondre service client lamentable vais devoir aller magasin metz nancy autrement plus accueillant,bonjour monsieur sincèrement désolés cette expérience magasin comprenons mécontentement prenons compte commentaire afin remonter service concernés bonne journée agnes castorama,,,"{'neg': 0.164, 'neu': 0.836, 'pos': 0.0, 'compound': -0.6002}",-0.6002,tres negatif,2,Vendeurs,0,Magasin
15867,26311,26311,2021-10-29 8:58:43,565c8ee53440cd4d3f481a2b,Castorama,2217.0,AUVERGNE RHONE ALPES,1466,ZAC De Champ Roman,St Martin D'Heres,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-10-29 16:42:36,personnalisé 1,,,,,,,ENGLISH,service menuiserie catastrophe début faire signer tous sympathiques accueilet après quand cest fait aucun suivi obliger relancer travail mal fait beau appelé moment quils tout encaissé répondent plus renvois faut service service sou traitant poseur,bonjour merci davoir pris temp davoir noté magasin navré si dernière visite na hauteur attentes afin apporter solution invite men dire davantage mail ladresse suivante remiserranocastoramafr espérant revoir prochainement établissement a bientôt remi castorama,,,"{'neg': 0.153, 'neu': 0.804, 'pos': 0.043, 'compound': -0.6597}",-0.6597,tres negatif,2,Vendeurs,2,livraison
15890,26358,26358,2021-10-28 18:43:08,565c8ee43440cd4d3f481a11,Castorama,2210.0,NORD,1461,ZAC Du Pont Loby,Dunkerque,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-11-19 13:04:27,Excuses,,,,,,,ENGLISH,catastrophe projet linstallation erreur confection projet équipe incapable valider projet désagréable client projet a démarré mar octobre navons toujours totalité cuisine paiement fait totalité août sans compter livreur a détruit mur voisin camion poseur cuisine na capable couper plan travail bonnes dimension na su installer meubles bon sen lassés devoir faire réclamations tous niveaux désespérés voir arriver fin projet histoire plus jamais avoir affaire magasin,bonjour mme agneray merci avoir informé problème allons prendre mesures nécessaires afin désagrément reproduise plus présentons toutes excuse gêne occasionnée cordialement alysée castorama,,,"{'neg': 0.253, 'neu': 0.596, 'pos': 0.15, 'compound': -0.8402}",-0.8402,tres negatif,2,Vendeurs,2,livraison
15901,26377,26377,2021-10-28 16:49:43,565c8ee53440cd4d3f481a4f,Castorama,2210.0,NORD,1477,Centre Commercial,Haubourdin,GOOGLE_MY_BUSINESS,No,Europe/Paris,5.0,2021-11-02 19:18:36,4-5 étoiles (sans commentaire) (1),,,,,,,ENGLISH,top renseigné lachat dun diable vendeur lécoute besoin client,bonjour yann dujardin mille mercis davoir pris temp noter magasin toute équipe reste service attendant prochain projet prenez soin frederic castorama,,,"{'neg': 0.344, 'neu': 0.547, 'pos': 0.109, 'compound': -0.6124}",-0.6124,tres negatif,0,Vendeurs,0,Magasin
15910,26390,26390,2021-10-28 15:01:48,565c8ee33440cd4d3f4819db,Castorama,2211.0,PARIS NORD,1501,1 avenue Du Général Leclerc,Pierrelaye,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-10-30 11:05:19,Avis remonté,,,,,,,ENGLISH,personnel désagréable laccueil retour reprise dommage peux mettre zero étoiles remettrai jamais pieds cause manque professionnalisme rapport dautres concurrents,bonjour sincèrement désolés cette expérience magasin comprenons mécontentement prenons compte commentaire afin remonter service concerné bonne journée pauline castorama,,,"{'neg': 0.286, 'neu': 0.663, 'pos': 0.051, 'compound': -0.7703}",-0.7703,tres negatif,1,Vendeurs,1,personnel
15930,26430,26430,2021-10-28 8:00:09,565c8ee33440cd4d3f4819db,Castorama,2211.0,PARIS NORD,1501,1 avenue Du Général Leclerc,Pierrelaye,GOOGLE_MY_BUSINESS,Yes,Europe/Paris,1.0,2021-01-31 11:31:41,,,,,,,,ENGLISH,jai passé commande plus 3300 chez commande indispensable chantier jai choisis donner cette responsabilité castorama quelle erreur 6 semaines délais ok cest deal cest long jaccepte morganise 7 8 semaines passent rien 11 semaines plus tard rends magasin parce personne répond jamais téléphone mannonce non porte fenêtres toujours là quaucun geste commercial nest possible donc navez tenu engagement a retardé chantier dun mois engendré loyer supplémentaire mois perdu travaux castorama fiche client jamais prévenu quil plus dun mois retard peut dire quelle date précise elles arriveront non plus peut encore moins dédommager gêne moindres occasionnée,bonjour nu navrés expérience dachat nest optimum tributaires fournisseurs délais livraison vrai quavec crise sanitaire nombreuses entreprises grandes difficultés respecter délais toutefois faisons maximum accompagner projets a bientôt léquipe magasin castorama,,,"{'neg': 0.126, 'neu': 0.822, 'pos': 0.052, 'compound': -0.8106}",-0.8106,tres negatif,2,Vendeurs,2,livraison
15943,26449,26449,2021-10-28 7:59:34,565c8ee23440cd4d3f4819c5,Castorama,2213.0,OUEST,1411,2 rue Hélène Boucher,Orvault,GOOGLE_MY_BUSINESS,Yes,Europe/Paris,1.0,2021-10-25 7:56:46,Remarque Stock (2),,,,,,,FRENCH,summum lincompétence non respect client 4 article marqués stock commandes payés matin drive 2 heures dont font font publicité sans arrêt ondes 1 heure après annulent commande sans excuse ni raison sou prétexte lindisponibilité produits cette mésaventure peut constater gestion stock lamentable donc boycotte présent marchands tapis invite faire enfin outre lattitude employés travaillent magasin dorvault car nont jamais proposé alternative,bonjour maserati vice si stock magasin mi jour quotidiennement avant louverture hélas labri dun écart comptage malgré toute limplication rigueur équipes souhaite puissiez constater améliorations vousmême lors prochains achats prenez soin très bientôt sonyade castorama,,,"{'neg': 0.15, 'neu': 0.805, 'pos': 0.045, 'compound': -0.6307}",-0.6307,tres negatif,1,Vendeurs,0,Magasin
15958,26470,26470,2021-10-28 7:58:58,565c8ee63440cd4d3f481a81,Castorama,2211.0,PARIS NORD,1506,11 boulevard De Grenelle,Paris 15,GOOGLE_MY_BUSINESS,Yes,Europe/Paris,1.0,,,,,,,,,ENGLISH,mallette clef livrée sans clef ça sert rien surtout quand cest mettre objets dangereux doivent être sou clef ça fait plus 15 jours jappelle régulièrement sav magasin jenvoie mail avoir clef sav général prétend chaque mallette a propre jeu clef cest faux standard toutes mallettes modèle magasin 15ème appel jobtiens enfin quelquun 1 répond 2 apparemment courant problème ment façon éhontée prétendant clef mont envoyées poste mi avril jattends toujours courrier disant posté début mar clef dedans apparemment problème trop compliqué gérer quoi bien écorner limage marque castorama,,,,"{'neg': 0.12, 'neu': 0.839, 'pos': 0.041, 'compound': -0.7082}",-0.7082,tres negatif,2,Vendeurs,2,livraison
15959,26471,26471,2021-10-28 7:58:58,565c8ee63440cd4d3f481a6b,Castorama,2211.0,PARIS NORD,1455,rue Jean Monnet,Claye Souilly,GOOGLE_MY_BUSINESS,Yes,Europe/Paris,1.0,2021-09-30 10:07:46,Equipes informées,,,,,,,FRENCH,acheté 3 radiateurs 736 euro 260720 utilisés partir doctobre savèrent défectueux fait froid impossible sen séparer ramène deux 140621 réparation sou garantie bientôt 3 mois demi aucune nouvelle froid là radiateurs appels personne sait rien réponse rappelle rien sans solution vais être obligé racheter dautres radiateurs disfonctionnement couté très cher électricité lhiver dernier plus sait quils devenus pénible,cher lucas attachons beaucoup dimportance offrir service parfaitement adapté attentes sincèrement navrés désagrément équipes dores déjà informées afin trouver solution manière améliorer service transmet commentaire service concernés bonne journée jonathan castorama,,,"{'neg': 0.197, 'neu': 0.73, 'pos': 0.073, 'compound': -0.7338}",-0.7338,tres negatif,2,Vendeurs,2,livraison
15993,26526,26526,2021-10-28 7:57:15,565c8ee43440cd4d3f4819fd,Castorama,2212.0,PARIS SUD,1423,ZAC Du Champs De Foire,Melun,GOOGLE_MY_BUSINESS,Yes,Europe/Paris,1.0,2021-10-15 7:16:31,,,,,,,,FRENCH,réponse venez faire lavis jai laisser fait confirmer lincompétence reflète magasin mr christian dubois doit retourner tombe quil triste voir vendeurs fuis chef secteur incapable faire métier management allés encombrés palette oblige faire tour prix manques a fuir mr directeur faite tour point vente faite métier heureusement leroy merlin kingfisher impose beaucoup chose management cades magasin former vendeurs cest client font vivres,bonjour thierry abecassis semblez déçu magasin équipes aimeraient savoir plus car remarques métonne nhésitez donc rencontrer membre direction lors prochaine visite envoyant email contactmeluncastoramafr satisfaction priorité cœur partager proposer solution adaptée a très bientôt léquipe castorama,,,"{'neg': 0.232, 'neu': 0.723, 'pos': 0.045, 'compound': -0.8658}",-0.8658,tres negatif,1,Vendeurs,0,Magasin
15996,26532,26532,2021-10-28 7:57:07,565c8ee33440cd4d3f4819f9,Castorama,2218.0,SUD,1447,168 avenue Robert Brun,La Seyne Sur Mer,GOOGLE_MY_BUSINESS,Yes,Europe/Paris,1.0,2021-07-28 7:13:30,,,,,,,,ENGLISH,vendeuse très désagréable rayon diables transport déjà quand collègue appelée renseigner a fallu lattendre quart dheure a chaque fois quon posait question répétait quoi comme si comprenait quon disait finir comme hésitait modèle choisir a tourné talon a plantés là sans moindre mot pourtant général magasin où vient tous vendeurs vendeuses polis corrects parti sans acheter quoi espérant exception,bonjour villa var insatisfait dernière visite magasin équipe souhaiterait discuter faire part inquiétudes remarques invite prendre contact téléphone 0494102768 prenez soin,,,"{'neg': 0.2, 'neu': 0.8, 'pos': 0.0, 'compound': -0.9098}",-0.9098,tres negatif,1,Vendeurs,0,Magasin
16052,26639,26639,2021-10-27 13:03:32,565c8ee53440cd4d3f481a2d,Castorama,2213.0,OUEST,1498,2 avenue Jacques Chaban Delmas,Quimper,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-10-27 13:19:45,Avis remonté,,,,,,,ENGLISH,jai voulu commander ligne 280 matériel bug après paiement effectué permet jamais denregistrer commande jai tenté plusieurs reprises différents jours ça marche toujours personne répond aucun leurs téléphone jai laissé sonner 25 minute chaque fois ni mail envoyés expérience lamentable conséquent,bonjour breizh sincèrement désolés cette expérience site incombe magasin quimper comprenons mécontentement prenons compte commentaire afin remonter service concernés bonne journée lionel castorama,,,"{'neg': 0.103, 'neu': 0.897, 'pos': 0.0, 'compound': -0.6229}",-0.6229,tres negatif,2,Vendeurs,2,livraison
16072,26671,26671,2021-10-27 7:47:20,565c8ee63440cd4d3f481a7f,Castorama,2218.0,SUD,1511,3 rue D'André Bardon,Marseille,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-10-27 7:58:44,Amélioration,,,,,,,ENGLISH,service client retours exécrable click collect introuvable faute client retours chaque fois problématiques faut aller ca nécessité absolu sinon sanctionner achats online moins cher plus,bonjour em sincèrement désolés dû faire face cette situation espérons lors prochaine venue pourrez constater éléments négatifs corrigés plaisir accueillir prochainement hauteur attentes bonne journée léquipe castorama,,,"{'neg': 0.301, 'neu': 0.627, 'pos': 0.072, 'compound': -0.7425}",-0.7425,tres negatif,1,Vendeurs,0,Magasin
16118,26743,26743,2021-10-26 14:34:01,565c8ee33440cd4d3f4819f9,Castorama,2218.0,SUD,1447,168 avenue Robert Brun,La Seyne Sur Mer,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-10-26 15:44:17,Mauvaise expérience ,,,,,,,ENGLISH,scandale a acheté 18 plaque plâtre 1200x2500 a demandé vigile aider mettre remorque na droit a téléphoné vendeur a refusé allé voir vendeur a encore refusé plein personnel casto passé vu tant femme aider mari personne sest proposé aider prochaine fois ira voir chez concurrence si comportement scandaleux identique très très mécontent titre dinformation dépensé presque 500,bonjour poza remercions davoir pris temp partager remarques sincèrement désolés lexpérience ave z établissement jonathan chef secteur bati souhaiterait échanger pouvez contacter 04 91 10 27 64 réitérant toutes excuse souhaitons bonne journée léquipe castorama,,,"{'neg': 0.196, 'neu': 0.684, 'pos': 0.119, 'compound': -0.6094}",-0.6094,tres negatif,1,Vendeurs,0,Magasin
16158,26802,26802,2021-10-26 8:05:23,565c8ee43440cd4d3f4819ff,Castorama,2213.0,OUEST,1481,rue Marcelin Berthelot,Vannes,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,,,,,,,,,ENGLISH,bonjour location camion benne fait uniquement application télécharger smartphone faut donc avoir smartphone connexion internet prétendre louer camion chez années précédente lorsque loue benne cest acheter bois chauffage actuellement nest plus possible dacheter bois prévision venir chercher 23 jours lorsque camion benne disponible faut donc louer benne sans être certain dêtre servi bois chauffage jour plus venue samedi savoir si bois chauffage disponible dimension conviennent poêle ny personne répondre attente 10 min revenue lundi japprends peux réserver benne magasin doi réserver benne sans savoir si encore bois quand disponible prenais bois chez facilité vais donc changer anne,,,,"{'neg': 0.136, 'neu': 0.787, 'pos': 0.077, 'compound': -0.6098}",-0.6098,tres negatif,2,Vendeurs,0,Magasin
16163,26808,26808,2021-10-26 6:57:32,565c8ee53440cd4d3f481a43,Castorama,2214.0,EST,1478,150 route De Richwiller,Kingersheim,GOOGLE_MY_BUSINESS,No,Europe/Paris,2.0,2021-10-26 12:03:04,Excuses,,,,,,,ENGLISH,piquet clôture jai achetés mont facturés plus cher prix affiché rayon lai vu quune fois rentrée chez effet caisse dà côté client très agressif criait donc dépêchée partir nai vérifié ticket immédiatement cest décevant devoir toujours tout vérifier sentir sécurité magasin,bonjour merci avoir informé problème allons prendre mesures nécessaires afin désagrément reproduise plus présentons toutes excuse gêne occasionnée cordialement fabien castorama kingersheim,,,"{'neg': 0.266, 'neu': 0.703, 'pos': 0.031, 'compound': -0.8548}",-0.8548,tres negatif,1,Vendeurs,0,Magasin
16192,26850,26850,2021-10-25 15:51:35,565c8ee23440cd4d3f4819c5,Castorama,2213.0,OUEST,1411,2 rue Hélène Boucher,Orvault,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-10-26 6:31:52,Mauvaise expérience ,,,,,,,ENGLISH,comme dhabitude matériaux passé rendre matériel non utilisé jau perdu 40mns caisse douverte queue voiture sallonge toutes cour tout cela lundi matin a quand leroy merlin nord nantes,bonjour maillet romain remercions davoir pris temp partager remarques sincèrement désolés lexpérience ave z établissement réitérant toutes excuse souhaitons bonne journée léquipe castorama,,,"{'neg': 0.177, 'neu': 0.823, 'pos': 0.0, 'compound': -0.6808}",-0.6808,tres negatif,1,Vendeurs,0,Magasin
16222,26902,26902,2021-10-25 9:06:20,565c8ee73440cd4d3f481a85,Castorama,2213.0,OUEST,1509,avenue D'Harcourt,Fleury Sur Orne,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-11-19 8:04:35,Avis remonté,,,,,,,ENGLISH,bonjour mauvaise expérience depuis 1an acheté poêle granulés conseils vendeuse posé 2079 euro service entretien refuse valider linstallation obligé changer tuyaux 66980 euro plus anciens tuyaux perdus a dû aller 4 fois magasin alors quil 1 heures chez regrettons mauvais conseils vendeuse désinvolture,bonjour elfe sincèrement désolés cette expérience magasin comprenons mécontentement prenons compte commentaire afin remonter service concernés bonne journée alexandra castorama,,,"{'neg': 0.268, 'neu': 0.615, 'pos': 0.117, 'compound': -0.8369}",-0.8369,tres negatif,2,Vendeurs,0,Magasin
16232,26922,26922,2021-10-25 0:00:40,565c8ee53440cd4d3f481a4d,Castorama,2218.0,SUD,1484,quartier Les Salles,Frejus,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-10-25 7:34:49,"Problème avec le personnel (amabilité,  indisponibilité)",,,,,,,ENGLISH,castorama frejus choquée comportement femme laccueil fait faire 3 reprises queue retour arrivant dit quil a trop monde fasse tour ok fais tour repasse sétait toujours moment donc passe caisse revenir là dit retour peux maintenant a trop monde envoie mail quand jai traité explique jai fait route cest 3e fois fais queue toujours peux peux bref soccupe alors aucune excuse mot gentil dire desolee a monde enfin excuse compte article oublie car entre temp disperser retour montre pièce manquante là où posée quand venue première fois lautre côté accueil pensezvous quelle sexcuse loubli perte temp 3 reprises surtout jétais fils 2 an là appel personne dire lenvoie peux plus demande où doi rendre car jai compris devais aller ailleurs mauvais accueil cette personne parle aussi mal collègues,bonjour mila mebarki sincèrement navré lexpérience décrivez avis correspond rien engagement nhésitez faire part membre direction lors dune prochaine visite heureux déchanger améliorer satisfaction client a très vite frederick castorama,,,"{'neg': 0.169, 'neu': 0.772, 'pos': 0.059, 'compound': -0.9325}",-0.9325,tres negatif,1,Vendeurs,0,Magasin
