,City,Content_clean,comp_score,topic,topic label
14892,L'Union,service accueil vraiment gentils,positif,0,personnel
14893,L'Union,merci beaucoup guillaume secteur accueil dune grande aide,positif,2,personnel
14895,L'Union,merci davoir caissiers comme guillaume,positif,2,personnel
14896,L'Union,personnel très pro mention particulière mr guillaume accueil conseils patience merci,positif,2,personnel
14898,L'Union,beau magasin personnel top équipe agréableà lécoute a su morienter conseiller différents projets notamment guillaume accueil partie financement encaissement très satisfait,positif,1,large choix
14900,L'Union,passage caisse rapide caissière aimable comme toujours,positif,1,large choix
14902,L'Union,castorama lunion super magasin accueil toujours top mention spéciale guillaume sest occupé laccueil,positif,0,personnel
14909,L'Union,passé castorama fort bien vue renseigné guillaume hôte caisse daccueil tiens souligner professionnalisme patience,positif,1,large choix
14910,L'Union,équipe rayon jardin top jai très bien conseillé recommande,positif,1,large choix
14918,L'Union,venu aujourdhui magasin castorama lunion jai tres bons conseils rayon peinture jai également bien renseigné laccueil cela tombe très bien jaménage bientôt très vite casto,positif,2,personnel
14920,L'Union,super accueil magasin très bien conseillé rayon jardin mélissa recommande,positif,1,large choix
14922,L'Union,merci cet accueil chaleureux amélia,positif,0,personnel
14926,Vannes,magasin calme achat lame claustra manque quelques fournitures loutillage repasserai dimanche prochain,positif,1,large choix
14932,L'Union,service caisse dynamique agréable,positif,1,large choix
14935,L'Union,grand merci guillaume léquipe caisse accueil a su renseigner morienter lors passage magasin exemple suivre,positif,0,personnel
14936,L'Union,voulais prendre 2 minute temp fait jamais assez féliciter rayon jardin car passée semaine dernière rayon bien tenu jai renseignée comme doit bravo merci accueil,positif,1,large choix
14946,Dunkerque,prix attractifs personnel non disponible client,positif,1,large choix
14950,L'Union,suite passage rayon jardin voudrais remercier mélissa précieux conseils,positif,2,personnel
14956,Quimper,magasin très sympa personnel très agréable conseille,positif,1,large choix
14960,L'Union,super magasin équipe caisse compétente comme voit peu petite dédicace mikael a su morienter retour léchange dun article a dailleurs bien rigolé,positif,1,large choix
14961,Colmar,choix parfois peu cher,positif,2,personnel
14962,Nîmes,34 dheure rayon cartouch silicone afin davoir conseil beaucoup demployés vont viennent aucun nest capable renseigner bien vais voir chez leroy merlin sils plus capables surtout plus aimable,positif,1,large choix
14964,Poitiers,bien rangé passage rayon fluide caissière agréable,positif,1,large choix
14969,L'Union,jai trouvé tout cherchais appartement clin doeil passage caisse rapide merci,positif,1,large choix
14971,L'Union,superbe léquipe caisse,positif,1,large choix
14974,Vélizy Villacoublay,personnel serviable pro magasin bien achalandé bon conseils,positif,1,large choix
14976,Bèziers,très bons ons client faut impérativement améliorer service retrait marchandise après avoir fait queue payer fait queue déposer bon commande ensuite 40 minute dattente erreur article avoir produit seuls ca faut fluidifier service augmenter réactivité merci casto,positif,2,personnel
14979,L'Union,grand merci laccueil caisse a toujours su rendre service,positif,2,personnel
14980,L'Union,bravo léquipe jardin leurs conseils,positif,2,personnel
14986,L'Union,magasin top accueil caisse service pose irréprochable très agréable reviendrai,positif,1,large choix
14988,L'Union,merci léquipe jardin top,positif,2,personnel
14996,L'Union,merci personnel laccueil toujours bien renseigné,positif,1,large choix
14999,L'Union,super magasin produit qualité rayon fournis surtout caissier caissières top niveaux rapide efficace bogoss demandée plus appart distributeur a sortie rende pièces,positif,1,large choix
15000,L'Union,passage magasin jai parfaitement reçue personnelles mention spéciale a romain a caisse a sue mindiquée brio trouve sortie sans achats mexpliquer comment cela marche,positif,1,large choix
15001,L'Union,merci casto avoir embauché vrais pro rayon jardin,positif,2,personnel
15002,Rillieux La Pape,magasin bricolage personnel sympathique écoute prix peu élevé,positif,1,large choix
15003,Villemomble,excellent,positif,2,personnel
15005,Paris 20,emplacement idéal car près métros rer a nation lintérieur petit exigus mal agencé limite fouillis malgré diversité produits prix variable plus cher quailleurs,positif,2,personnel
15008,Vigneux Sur Seine,vu quil délocalise 500 emplois pologne vais rendre carte fidélité jirai concurrence,positif,1,large choix
15012,L'Union,jadore aller castorama façon général diversité produits celui lunion dautant plus agréable caissières toujours souriantes,positif,1,large choix
15013,L'Union,merci service caisse service retour accueil petit clin dœil audrey,positif,0,personnel
15019,L'Union,magasin très bien agencé merci service caisse audrey,positif,1,large choix
15023,L'Union,voulais remercier léquipe rayon quincaillerie leurs conseils gentillesse ainsi large choix quils proposent top,positif,2,personnel
15024,La Seyne Sur Mer,personnel efficace,positif,1,large choix
15028,Lattes,bon conseil,positif,0,personnel
15037,Marsannay-La-Cote,super magasin bricolage trouve tout tous prix très grand choix,positif,2,personnel
15038,Villabè,bonne expérience vendeuse luminaires nadine très agréable sympa,positif,1,large choix
15040,Le Mans,beaucoup marchandise acheté refaire salle bain sol plafond promesse reprendre marchandise non utilisé non ouverte vendeuse quand jai ramené paquet faillance a jamais voulu reprendre plus jai acheté miroir salle bain modèle dexposition donc remise très dessus retirant étiquette luminaire fin travaux néon jai racheté plus miroir cassé bien cassé morceau collé létiquette donc camouflage comme reste veulent reprendre jai dautres travaux réaliser petits dommage ferai quelques kilomètres supplémentaire jirai ailleurs commente jamais lerreur humaine vraiment dessus déconseille castorama,positif,1,large choix
15041,Colmar,choix très bon marché,positif,0,personnel
15043,Paris 15,accueil exécrable découpe bois personnel inapte relation client incapable dexpliquer quelque chose simple esprit ouvert constructif jétais prêt payer cher découpe bien spécifique vu laccueil jai fait demitour irai fournir ailleurs,positif,1,large choix
15045,Herouville St Clair,bon accueil assez personnel rayon conseiller,positif,0,personnel
15046,Creteil,magasin agreable achats ponctuelle bricolage,positif,0,personnel
15050,Villemomble,honteux faites attention car magasin castorama nassume garanties certains produits quils vendent envoie auprès hot line fournisseur travail pouvoir régler problème après dise cest protocole cest comme ça etc déconseille fortement,positif,1,large choix
15054,Poitiers,très bien vraiment adore a tous a besoin merci a bientôt khattab,positif,1,large choix
15056,Lormont,très satisfait personnelle toujours a écoute renseigner magasin où rend faire gros achat,positif,1,large choix
15058,Antibes,très bonne écoute réactivité,positif,1,large choix
15062,Haubourdin,pratique ouvert dimanche matin tout fois vaut mieux savoir quil faut car difficile davoir aide,positif,1,large choix
15073,L'Union,recommande magasin particulièrement secteur jardin lors achat tronçonneuse électrique jai parfaitement renseigné vendeur jardin agréable a su mexpliquer patience lutilisation cet achat reviendrais plaisirbonne journée cmjmm,positif,1,large choix
15076,Marsannay-La-Cote,vendeurs compétents,positif,2,personnel
15078,Antibes,rapidité réponses sm merci,positif,1,large choix
15081,Cormeilles En Parisis,beaucoup choix équipes répondent suite question passage caisse long vu peu caisses ouvertes regard fréquentation,positif,2,personnel
15082,Merignac,très beau magasin bien agencé concurrent direct leroy merlin seul bémol stock internet jamais jour correctement plusieurs fois produit dispo ligne larrivé magasin plus stock quantité suffisante,positif,1,large choix
15087,Olivet,jai fait drive alors recommande efficace rapide,positif,1,large choix
15088,Marseille,certains article peu cher qualité,positif,2,personnel
15092,Haubourdin,bon magasin,positif,0,personnel
15093,Orvault,extrêmement cher quincaillerie limite vol conseillers toujours cachés sinon trouve presque tout quon veut hôtesses caisse agréables,positif,1,large choix
15096,L'Union,fais souvent achats dernièrement trompée jai faire emma service retour très bien accueillie merci toute équipe,positif,1,large choix
15104,Feytiat,larticle recherché nétait rayon vendeuse réserve a ramené stock restant remplir rayon,positif,2,personnel
15105,Poitiers,beaucoup cher,positif,2,personnel
15107,L'Union,employés jardin avenants souriants très prosils donnent temp lécoutejamais cette expérience passé lieu chez concurrencecest vraie réussitebravo tous toutesun client ravi,positif,1,large choix
15111,Perpignan,bon magasin surtout deco,positif,0,personnel
15114,Coignieres,fidelise souvent marque cest chez remonte 1 étoile avis conseillers top arrangeants trouvons plus choix chez concurrents bref préfère,positif,2,personnel
15115,L'Union,jai très bien conseillée côté jardin vendeur très lécoute bien conseillé merci,positif,1,large choix
15116,L'Union,jai passé agréable moment beau magasin merci toute léquipe caisse tout particulièrement audrey,positif,1,large choix
15118,Melun,bon acceuil niveau caissières anciennes,positif,0,personnel
15124,L'Union,recommande fortement magasin côté jardin top vendeurs avenant lécoute,positif,1,large choix
15125,L'Union,jai adoré lexpérience cest première fois venais lambiance côté jardin top recommande,positif,2,personnel
15127,L'Union,aujourdhui jai fais tour casto tiens dire léquipe caisse adorable merci alicia accueil chaleureux,positif,0,personnel
15138,Gonfreville L'Orcher,beau magasin beaucoup choix disponible immédiatement personnel compétent,positif,1,large choix
15139,Bèziers,très bon établissement conseillé hauteur parfait,positif,0,personnel
15146,Les Ulis,quentin excellent vendeur,positif,2,personnel
15147,L'Union,très bien accueilli lors passage caisse emel,positif,1,large choix
15151,St Nazaire,magasin quelques personnes compétente note pendant depuis deux jours suite suivi commande impossible avoir téléphone moins passée entendre sonnerie cest usant aucune opératrice répondre,positif,1,large choix
15155,Villabè,vendeuse très gentille a très bien renseigné radiateurs sèche serviette,positif,1,large choix
15156,Vigneux Sur Seine,accueil personnel efficace,positif,1,large choix
15159,L'Union,grand bravo equipe jardin top,positif,2,personnel
15164,Pierrelaye,personnel gentil a écoute ca besoin,positif,1,large choix
15167,L'Union,jadore magasin surtout vendeurs jardin toujours bons conseils très serviable,positif,2,personnel
15177,L'Union,magnifique rayon jardin castorama lunion chef rayon top compote vrai professionnel cinéphile peu jardin sylvester stallone mitraillette 5 etoiles,positif,2,personnel
15178,L'Union,merci a laccueil caisses jai pu payer plusieurs fois grâce carte bancaire,positif,1,large choix
15180,L'Union,ravie expérience rayon jardin vendeur a très sympa bons conseils,positif,2,personnel
15183,Saint Orens De Gameville,top merci youcef davoir pris temp sortir nacelle trouver article,positif,2,personnel
15184,L'Union,expérience exceptionnelle rayon cuisine merci conseils professionnalisme,positif,2,personnel
15186,Marsannay-La-Cote,très bon conseils comme chaque fois,positif,2,personnel
15189,Vitrolles,beaucoup choix malheureusement tombés vendeur très agréable pa tout compétent conseiller préfère lon honnête lon dise quon sait plutôt perdre fausses explication,positif,1,large choix
15190,Dunkerque,très beau magasin beaucoup choix,positif,2,personnel
15192,L'Union,incroyable jai récemment refait tout jardin laide personnel magasin retours jai lors dernière garden party plus quélogieux nétait gagné quelquun comme na main verte jerrais sans but rayon jardinage so insecure sans savoir quil faudrait prendre non quand ange salvateur prénommé paul venu mextirper léthargie prodiguant meilleurs conseils parachever laménagement éden magasins bricolage ressemblent peu tous fait vraie force celuici sort lot cest personnel plus particulièrement équipes jardinage conquis vie,positif,1,large choix
15193,L'Union,lisant scrupuleusement avis contraire maurait étonnéétant personne taciturne plutôt pinailler tenais être dithyrambique envers emel professionnalismes écoute bienveillance finir laccueil trouve primordial,positif,1,large choix
15194,Bèziers,merci pauline emma rayon déco top,positif,2,personnel
15195,Bron,très bon accueil très bien service,positif,0,personnel
15197,Chambourcy,très bon accueil vigil arrivant propose café mini pain chocolat personnel agréable,positif,1,large choix
15204,Portet Sur Garonne,top personnel agréable disponible,positif,1,large choix
15206,L'Union,top merci emel accueil toujours parfait caisse,positif,0,personnel
15207,L'Union,super magasin recommande equipe top notamment léquipe caisse sourire accueil toujours rendezvous,positif,0,personnel
15208,L'Union,bravo léquipe caisse tout particulièrement emel plaisir passer caisse,positif,1,large choix
15212,Marseille,littéralement impossible avoir téléphone attendons réception dune cuisine devait arriver fin octobre après plus dun mois dattente aucune nouvelle mail répondent absolument jamais téléphone sinon conseiller gentil a choix manque personnel,positif,1,large choix
15215,Coignieres,personnel sympathique serviable moins celle a conseillé remercie encore aide,positif,1,large choix
15216,Bron,impressionnant personne décroche puis quand aprèsentre 10 35 minute dattente quelquun décroche enfinpersonne soccupe 10h35 samedi 6112021 jentends laccueil discuter jattends depuis 15 minute service commercial décroche sais toujours quand commande 2951876 18102021 sanitaire abattant livrée personne recontacte a pilote cet avion jattends,positif,1,large choix
15217,St Jacques De La Lande,conseiller rayon tapisserie peintre dame très gentilles pris temp tout expliquer ravie pourrons revenir sans problème,positif,2,personnel
15220,Les-Clayes-Sous-Bois,tout simplement drive matériaux top top pratique,positif,2,personnel
15222,Angouleme,très cher qualité moyenne,positif,2,personnel
15227,L'Union,merci a natalie rayon lampes conseils,positif,2,personnel
15228,Gonfreville L'Orcher,personnelle accueillant serviable,positif,1,large choix
15231,L'Union,super passage caisse rapide efficace,positif,1,large choix
15236,Fresnes,très pratique comme impression magasin dégrade,positif,0,personnel
15237,Bron,très bien pleins choix trucs pleins super outillage bois etc oui top,positif,2,personnel
15238,Henin Beaumont,tres beau magasin beaucoup choix personnel agréable,positif,1,large choix
15239,Lormont,réel service donné employés merci,positif,2,personnel
15240,Nîmes,assez caisse ouvertes,positif,1,large choix
15242,Chennevieres Sur Marne,magasin toujours très bien achalandé article quelquefois mal référencéspeut mieux faire,positif,1,large choix
15246,La Seyne Sur Mer,produits qualité souvent médiocre concerne personnel rayon a vite limpression dérangerles temp changent,positif,1,large choix
15248,Merignac,vendeurs très agréable,positif,1,large choix
15249,Coignieres,problème commande problème service retrait marchandise contre service relation clientèle très réactif change 1 étoiles 4 étoiles louis merci intéressement,positif,1,large choix
15250,L'Union,plus particulièrement personnel jardinerie professionnalisme gentillesse,positif,1,large choix
15251,Les-Clayes-Sous-Bois,tres bonne acceuil,positif,2,personnel
15254,Le Mans,très beau magasin beaucoup choix a trouver vendeuse a très bien renseigné va retourner car a encore beaucoup travaux,positif,2,personnel
15256,Blagnac,merci a vincent décoration avoir aidé projet très pro sympathique,positif,1,large choix
15262,Antibes,merci jocelyne très sympathique a communiquer,positif,1,large choix
15263,Pierrelaye,endroit bricolage idéal très bien conseillé vendeurs,positif,1,large choix
15264,Chambray Les Tours,prix attractifs personnel disponible,positif,1,large choix
15270,Frejus,jai trouvé exactement cherchais,positif,1,large choix
15271,Villabè,gros souci date commande non respectées parois douche commandé payé garantie part être livré date donnée voilà plusieurs semaines cette date passé quand appelons répond fois trois attentes téléphoniques interminables sans donner réponse a fuir toute commande livraison déconseille,positif,1,large choix
15276,Chambery,magasin agréable bien achalandé,positif,1,large choix
15277,L'Union,passage région rencontré vendeurs extraordinairesauf rayon jardin bons conseils,positif,2,personnel
15278,Bondues,magasin bricolage préféré personnel bienveillants,positif,1,large choix
15279,Roanne,personnel sympathique prestations bonnes,positif,1,large choix
15280,L'Union,très bon accueil rayon jardin pro,positif,0,personnel
15286,L'Union,excellent magasin bricolage peut demander magasiniers renseignements prennent temp répondre petit bémol tout car certans article faciles trouver jai cherché multimetres nai trouvé jai demandé mauvaise indication cest seulhic,positif,1,large choix
15289,L'Union,rayon jardin exceptionnel très bon conseillé,positif,0,personnel
15292,L'Union,très bonne équipe rayon jardinage,positif,2,personnel
15297,Portet Sur Garonne,personnel rayon bâti très serviable très compétent,positif,1,large choix
15302,L'Union,merci rayon jardin surtout grand patrick refait journée trouvant solution jardin,positif,2,personnel
15307,Avignon,très bon conseils rayon alarmes portier visiblement vendeuse connaît sujet,positif,2,personnel
15308,Saint Orens De Gameville,habitué magasin depuis quelques années qualité prestation dégrade jours jours rayon plus plus mal rangés attente caisse moyenne plus 10min horaires différents absence caisse auto tout personnel faire carte fidélité logique 1er avis laissé février novembre covid peut plus expliquer lattente caisse très longue encore toujours 12h30 2 caissières file dattente 25 personnes,positif,1,large choix
15312,Blagnac,merci didier électricité conseils,positif,2,personnel
15314,Poitiers,personne renseigner faut courir après trop attente très accueillant,positif,1,large choix
15319,L'Union,tres bon accueil léquipe magasin,positif,0,personnel
15324,Portet Sur Garonne,très satisfait service allés hier retirer marchandises porte aidé charger camion alors quils censés faire conseillers également disponibles lécoute,positif,1,large choix
15326,L'Union,merci casto davoir embauché pro rayon jardin,positif,2,personnel
15335,La Seyne Sur Mer,magasin imparable peinture bons conseils,positif,2,personnel
15337,Kingersheim,trop cool,positif,1,large choix
15338,L'Union,super vendeur jardin lol sans oublier romain biensur,positif,2,personnel
15339,Niort,qualité produits moyenne plus conseillers quasiment toujours indisponible parle tout système garantie chez,positif,2,personnel
15345,Chambourcy,très bonne expérience castorama personnel disponible professionnel choix évidemment très fourni,positif,1,large choix
15347,Herouville St Clair,castorama complet toujours vendeurs aider dommage quils intéressés autre chose,positif,2,personnel
15349,La Seyne Sur Mer,manque compétences prise commande produits nexistent plus paiement personne téléphone suivi commande sérieux vais concurrence,positif,2,personnel
15350,L'Union,super expérience castorama rayon jardin très bien organisé équipe top service client merci très vite nouveaux projets,positif,1,large choix
15354,Agen,très bon magasin,positif,0,personnel
15355,Merignac,magasin neuf belle exposition personnel sympathique dun bon niveau connaissance,positif,0,personnel
15359,Merignac,tres grand magasin vrai labyrinthe première fois cela na facile trouver sortie,positif,1,large choix
15360,Orvault,allé acheter planches coffrage entré parc matériaux constate nombreux produits bois étiquette prix caractéristiques trouvant produit vais local accueil personne bout quelques minute personne présentant comme intérimaire dit pouvoir renseigner aller poser question collègues réponse bout 10 minute attente produit disponible bref produit étiquettes réponse demandes info lente venir,positif,2,personnel
15362,Chalon Sur Saone,personnel super dispo aide toutes delandes,positif,1,large choix
15364,L'Union,rayon jardin top vendeurs dispo aimable,positif,2,personnel
15365,L'Union,léquipe jardin très serviable ça aide beaucoup merci,positif,2,personnel
15366,St Jacques De La Lande,très bon magasin,positif,0,personnel
15370,L'Union,plutôt scandaleux jai acheté ponceuse avril 2021 130 ramène novembre impossible léchangée faire avoir proposition faire réparée plutôt bonne solution si ça durai mois evidement choix encore faut quils respectent leurs délais entre loutil fonctionne plus bout 8mois sav médiocre demande a quoi servent attendant peux plus avancer projet prêtent rien attendant,positif,2,personnel
15371,Fresnes,nai rien trouvé trouve employés nont envie travailler quand posé question,positif,1,large choix
15372,Besancon,personnel écoute bonne organisation,positif,1,large choix
15375,L'Union,rayon jardinerie top super accueil recommande vivement,positif,2,personnel
15377,Nîmes,magasin vendeurs vraiment lécoute produit produits recherchés demandes projet souhaité mieux conseiller,positif,1,large choix
15385,Paris 15,prix stratosphériques,positif,2,personnel
15386,Les Ulis,alors louverture magasin plein personnel bien souriant café viennoiserie etc maintenant vide sidéral 12 h dattente avoir conseiller chauffage coup jai acheté concurrence bisous,positif,1,large choix
15390,Paris 18,bon magasin,positif,0,personnel
15393,Merignac,caissière jour personnel laccueil inaccessibles contact désagréables contre lemployé service separateurs pièces dune courtoisie exemplaire devrait faire partager savoir faire savoir être dame méritent dêtre contact client directeur magasin devrait peut être sinterroger,positif,1,large choix
15398,Avignon,lieu intéressant,positif,1,large choix
15404,Saint Orens De Gameville,merci ayman professionnalisme patience,positif,2,personnel
15405,Chambourcy,impeccable merci,positif,1,large choix
15409,Dunkerque,bon magasin,positif,0,personnel
15411,Quimper,personnel très sympathique déchargement rapide café cadeau agent sécurité sympathique face parking camforama,positif,1,large choix
15414,Fresnes,magasin fuir experience lunaire tant etait chaotique meilleur fin arrivée 13h30 récupérer 10 carton carrelage tombe jeune vendeur tout seul venait commencer savait comment servir lordinateur comment trouver où situent stock etc malgré bonne volonté na simplement ete formé collègues plus expérimentés jour décidés prendre pause dej 2h lieu dune heure bout dune heure finissons trouver carrelage etait reserve extérieure sou pluie plus carton emballer celui ci jai vendeur revenu pause dej sélectionner 110 carreaux a main léquivalent 10 colis parmi araignées cafards surtout milieu 50 carreaux abimés arrivée a fin cette longue opération jattends vendeur sorte facture comptant tête reduction etant donné temp perdu travail manutention allait sen suivre quelle surprise quand vendeur tendu facture disant reduction carrelage bon etat ny a juste plus demballage problème manutention nest ressort revoir jai renvoyé vers laccueil demandant parler responsable lissu cette histoire tient bon sen personne laccueil a compris manque professionnalisme prestation a insisté pendant 20 mn auprès vendeur refusait remise responsable refusant sortir bureau jai finalement gain cause refusant sortir magasin sans remise nai jamais faire tel manque professionnalisme ni obligée mettre situation si embarrassante si magasin navait seul avoir stock évidemment partie passe comportement autres vendeurs permettaient dinsulter autres client devant casse celui père bref jespère sincèrement jamais avoir revenir,positif,0,personnel
15416,Les-Clayes-Sous-Bois,toujours très bon conseil,positif,0,personnel
15419,Bondues,top service engagement tenus très loin conseille tout monde surtout monsieur didier collègue mohamed merci,positif,2,personnel
15433,Rillieux La Pape,vendeur disponible beaucoup mieux passé,positif,1,large choix
15436,Avignon,très mauvaise accueil etais venu vu refaire 2 pièces maison dacheter éventuellement tapisserie petite conseillere cheveux court lunette train remplir étagères produits nai donc voulu déranger jai donc prélevé 3 echantillons papiers peint plaisais vue faire approuvé famille jétais point signaler lorsquelle arraché echantillons disant donne cest 20cm max a mi coup cutter dedans fait nai aucun rendu dit jaurais aimé avoir trame entiere motif réponse jai ça suffit voir ça donne bien 15 cm papier ça suffit perdus cliente,positif,1,large choix
15439,Haubourdin,personnel super sympa donne d3 très conseilles recommande fortement personnes tout,positif,1,large choix
15440,Bron,personne soccupe rayon électrique découpe câble présente jamais très très tardivement poste heureusement collègue rayon jardin venu aider après 30 mn dattentea 18h15 semaine très peu client info,positif,2,personnel
15441,Henin Beaumont,beau magasin bricolage propre personnel très profesionel grand parking devant magasin,positif,1,large choix
15444,Aix En Provence,super jy trouvé bonheur après être allée site personnel super sympa,positif,1,large choix
15452,St Marcel Les Valence,très bon magasin,positif,0,personnel
15456,Givors,très bon magasin bricolage manque peu côté menuiserie grand choix produits,positif,0,personnel
15460,Chalon Sur Saone,super castorama drive très réactif,positif,1,large choix
15463,Dardilly,personnel rayon sympathiques caisse cela nest ca prestation clientèle connaissent parlent entre caissiers pendant passage produits sujets tout professionnel jirai ailleurs prochaine fois connais dautres castorama où a véritable écoute client,positif,1,large choix
15464,Le Cannet,peu chère,positif,1,large choix
15468,Roanne,très bon magasin,positif,0,personnel
15483,Les Ulis,repondent telephone sils repondent donnent bonne information,positif,2,personnel
15485,St Marcel Les Valence,très bien trouve très bons produits,positif,2,personnel
15487,Vandoeuvre Les Nancy,personnel connait magasin vend produits sans accessoires masque cartouche aucun sympathie,positif,1,large choix
15490,Melun,mieux précédemment,positif,1,large choix
15495,Melun,personnel très compétent magasin agréable,positif,1,large choix
15499,Viriat,magasin ouvert personnel sou effectif coup difficile trouver qqn qd a besoin dun renseignement faut déplacer vers poste sécurité a lentrée lagent appelle qqn car ny a non plus daccueil outre devais refaire carte financement possible dimanche uniquement semaine quand ouvre dimanche essaie mon doffrir service correct,positif,1,large choix
15500,Bron,acheté porte manteau bois présentait anomalie fabrication rendant montage impossible visible fois celui ci moitié monté ramené sav casto reprocher avoir démonté interlocutrice explique décote avoir appliquée explique passé temp monter bricoleuse passé temp 1 ère fois caisse achat temp ramener faire queue avoir plus fais rembarrer tout cela problème indépendant volonté trouve ça plus limite final pu obtenir avoir sans décote après avoir demandé responsable venir parler celui a préféré donner accord téléphone interlocutrice a tres désagréable,positif,1,large choix
15502,Bondues,magasin très bien achalandé service top immense merci a dimitri rayon revêtements sol professionnalisme capacité a répondre a problématiques recommande totalement,positif,1,large choix
15503,Les-Clayes-Sous-Bois,bons produits très large choix vendeurs spécialisés,positif,2,personnel
15504,St Martin D'Heres,beau magasin bien ranger personnel service client toujours satisfaite,positif,1,large choix
15505,Antibes,très mal reçu conseiller chauffage peut comprendre tout seul si grand magasin nempêche dêtre courtois commerçant cordialement sébastien particulier artisan,positif,1,large choix
15506,Kingersheim,fidèle bon magasin,positif,0,personnel
15511,Jouy Aux Arches,article commercialisés plus plus destinés déco détriment fournitures réellement destinées bricolage,positif,0,personnel
15512,Saint Maximin,bonne accueil,positif,0,personnel
15526,L'Union,merci rayon jardin leurs conseils technique,positif,2,personnel
15528,Niort,louise très sympathique compétente,positif,1,large choix
15531,St Marcel Les Valence,bon produit personnel présent ecoute,positif,0,personnel
15533,Jouy Aux Arches,vaste magasin bricolage trouve tout quil faut personnel sympa compétent,positif,1,large choix
15537,Fleury Sur Orne,demande vendeuse rayon pendule information mécanisme tournequel pile faut mettre lintérieur réponse sait mécanisme jamais mise route alors celleci exposéet pile cest noté cartonmerci lincompétence lamabilité après passage caisse où facture pendule 179e alors carton étiquetée 15990eon rappel vendeuse info réponse cette dame étiquette cest collé dessus peutêtre lai collé rayon prix correct donc remboursement très mécontente cliente depuis longtemps nai jamais souci auparavant navais vendeur aussi peu agréable incompétentje reviendrai rayon,positif,1,large choix
15540,Chalon Sur Saone,vaste magasin bien agencé où trouverez toujours vendeur venir rescousse prodiguer conseils avisés fort utiles bricoleurs dimanche,positif,2,personnel
15549,L'Union,super magasin très bonne équipe caisse petite audrey emel particulier,positif,1,large choix
15550,Chambery,tres bon pro,positif,0,personnel
15553,Dunkerque,très beau magasin personnel agréable sérieux,positif,1,large choix
15560,Bron,bricolage biens,positif,0,personnel
15563,Mundolsheim,recommande,positif,1,large choix
15569,Saint Maximin,jai trouvé javais besoin qualité prix reste raisonnable,positif,2,personnel
15571,Portet Sur Garonne,accueil service cuisine limite voulions devi plan déjà fait projet bien monté vendeuse clairement répondu quelle navais temp ca collègue non plus venions loin fait part déception,positif,1,large choix
15573,Anglet,tjour accueillant,positif,1,large choix
15574,Niort,magasin oùvert 01011 seul vendeur conseil touske magasin sans doute cachait devant chaque client jai fini abandonné a jouer jeu chat souris jai filé électro dépôt jai vendeur immédiat produit minute cest quand plus agréable sentir malvenu,positif,1,large choix
15576,Bron,personnel très accueillant disponible,positif,1,large choix
15577,St Martin D'Heres,gros avantage beaucoup conseillers service quel rayon magasin bien achalandé,positif,1,large choix
15578,St Martin D'Heres,rayon carrelage vendeur françois bien conseillé très professionnelle sympathique orienté vers produits adaptés envie doi dire vraiment déçu choix merci,positif,2,personnel
15586,Mundolsheim,top malgré bon nom daccroche après plusieurs visites aucun castor létablissement,positif,0,personnel
15588,Aytre,super personnel compétent bon conseil,positif,1,large choix
15595,Rillieux La Pape,magasin agréable,positif,1,large choix
15596,Merignac,rapide efficace personnel réactifsparfait,positif,1,large choix
15597,Poitiers,trouvons toujours voulons accueil conseil agréable,positif,1,large choix
15600,Saint Orens De Gameville,honte 20 minute attendre conseiller merci pascal a su écouter aider cette démarche incongrue,positif,1,large choix
15606,Bèziers,personnel top merci beaucoup,positif,1,large choix
15607,Coignieres,très bien personnel top merci beaucoup,positif,1,large choix
15611,Marsannay-La-Cote,professionnel rénovation allez cet établissement allez porte coulissantes recus petit jeune très professionnel très a ecoute recommande car pousse acheter bien contraire oriente bon produit,positif,0,personnel
15613,Aubiere,bricoleuse paradis,positif,1,large choix
15620,Lattes,avis peu compliqué car magasin très bien agencé cependant faudrait peutêtre conseillers réellement avenants envers clientèles vendeurs forment groupes discussion alors quils devraient être plus concentrés client attentes,positif,1,large choix
15622,St Jacques De La Lande,intéressant choix,positif,2,personnel
15625,Nantes,choix toutes bourse bon conseil,positif,0,personnel
15628,Bèziers,super cuisine jai acheté équipe top suivi nickel achatconseilgestion poseur très professionnel sympathique recommande,positif,1,large choix
15629,L'Union,magasin ouvert jours fériés accueil toujours top surtout caisse où toujours bien reçu,positif,1,large choix
15630,L'Union,jai très bien conseillé amelia a caisse recommande vivement,positif,1,large choix
15634,Feytiat,labyrinthe rempli milliers choses heureusement personnel toujours prêt renseigner plus sourire,positif,1,large choix
15639,Marseille,jai acheté deux portails aluminium magasin voudrais remercier maria service jardin cest occupé tout acceuil téléphone intervention auprès dun autre magasin casto 2eme portail non dispo marseille rdv transport renseignements futurs bbq vente carte casorama,positif,1,large choix
15648,Bourgoin Jallieu,ça va jai trouvé bonheur,positif,1,large choix
15649,Merignac,magasin spacieux agréable employés sympathiques,positif,1,large choix
15655,Chalon Sur Saone,bon conseil toujours dispo super équipe,positif,0,personnel
15656,Merignac,vraiment grand trouve tout a tous prix jai très bien conseillé conseillé évidemment,positif,1,large choix
15658,Coignieres,vendeur serviable compétent,positif,1,large choix
15663,Saint Orens De Gameville,javais raccordement darrivée deau devais dédoubler posait problèmes grand merci nicolas vendeur rayon plomberie plus connaître produits type raccords utiliser connaît aussi façon utiliser nicolas grand merci,positif,2,personnel
15671,Creteil,bien dépanner bricoleurs,positif,1,large choix
15672,Chambray Les Tours,personne conseiller faut chercher allé bon courage,positif,0,personnel
