,City,Content_clean,comp_score,topic,topic label
13815,Henin Beaumont,contener bois 1m20 affiché gros 81 marqué tout petit 81 1msoit contenter 98visiblement fait tromper,negatif,0,stock
13842,Fresnes,bonjour cuisine achetée magasin vendeurs très bonnes idées éléments cuisine très mauvaise qualité après trois an matière recouvre porte thermocollant a commencé décoller porte vitrées très fragiles vendeurs mont envoyé vers service client central contacté très vite na donné suite cuisine fuir,negatif,0,stock
13848,Saint Orens De Gameville,personne na temp tombé mué super bien renseigné laissé bra collègues part vais chercher outil rayon outillage grand black quon a appelé soccuper jai oublié nom venu a dit quil navait temp a calculé ni répondu pelle reparti déconseille cette endroit car ça dépend cest peutêtre tête client autre faire recaler comme ça ressortir dun établissement a voulez veut rendre service dégoûté,negatif,0,stock
13864,La Seyne Sur Mer,suite problème pistolet peinture marque wagner airless control 150 vendeurs chef secteur sav hôtesses daccueil tous très réactifs aidants permettre faire léchange repartir appareil neuf puisse terminer chantier client magasin castorama seyne mer depuis quinzaine dannées jai toujours très satisfait produits personnel magasin,negatif,2,personnel
13873,Bron,na toujours limpression dembêter vendeurs quand arrive trouver javais besoin daide descendre canis situées hauteur faisant 180m hauteur presque si répondait débrouiller toute seule,negatif,1,rayonnage
13883,Terville,très mal accueilli bati vendeuse connait rayon plus malpolie bonjour sait renseigner ni trouver quelquun competent visiblement plus occupée a discuter collegues concurrence a beau jours devant dommage,negatif,2,personnel
13897,Dunkerque,retourné 3 fois car conseillers mont systématiquement fait acheter produits correspondaient voulais alors venais photo,negatif,0,stock
13901,Bron,personnel désagréable,negatif,2,personnel
13908,Terville,toujours difficile trouver vendeur,negatif,1,rayonnage
13916,Lormont,bonjour également obligée donner très avis négatif laccueil client magasin complétement injoignable téléphone jen plus 1h30 dappels téléphoniques sans jamais personne décroche standardiste doit être emploi fictif chez castorama lormont question donc comment faiton joindre sachant quil ny a quun numéro répond jamais aucun mail contact,negatif,0,stock
13917,Niort,toujours difficile trouver vendeur plus connaisse vraiment produits quil vend,negatif,1,rayonnage
13921,St Clement De Riviere,jen nai marre faire arnaquer part prix affichés jamais payer toujours plus cher jamais moins rassurez nêtes seuls cest souvent a mode chez,negatif,0,stock
13926,Villenave D'Ornon,produit réservé ligne non disponible fois place vive tenue stock partie commande expédiée livrée livraison décalée 3 fois suite dpd bref plus jamais si pouvais mettre 0 étoiles laurais fait,negatif,0,stock
13947,Dunkerque,terrible personne rayon donner renseignements bien plus cher dautre magasin,negatif,2,personnel
13958,Vitrolles,beaucoup choix bien rangé bien conseillé juste dommage davoir second castorama certains produits lautre côté,negatif,2,personnel
13961,Antibes,moyen trouver dont javais besoinet aucune personne disponible renseigner déçue cette fois,negatif,1,rayonnage
13969,Chambery,equipe réception aimable comme porte prison aucun professionnalisme juste lamentable,negatif,0,stock
13993,Haubourdin,rayon électricité fond magasin cest dommage mets étoile juste lemplacement rayon non juger magasin,negatif,2,personnel
14001,Haubourdin,beaucoup choix a mal darticles sans prix,negatif,2,personnel
14003,Le Cannet,expérience catastrophique weekend vendeurs devaient jouer cache cache client car après avoir balayé toutes allées aucun disponible ceux létaient nétait rayon nombreuses rupture rayon demandé si magasin nallait fermer,negatif,0,stock
14011,Thillois,très beau magasin avoir renseignement correcte bon courage faut déranger vendeurs pendant midi malgré handicape femme a expédié mauvaise direction minable,negatif,2,personnel
14016,St Martin D'Heres,magasin fuir absolument après longue attente vendeur a vendu produit stock total entre vendeur bureau retait marchandises quai chargement demande remboursement attendu 2h00 rien inutile dire très mécontent,negatif,0,stock
14025,Paris 20,affiché disponiblebsur site fois place vendeur dit désolé a plus depuis moment première fois contre dernièreleroy merlin av daumesnil beaucoup plus professionnel a rythme magazin va mettre clé sou porte resultat commandé amazon article chez 2 jours après fait mieux,negatif,0,stock
14038,Aix En Provence,chaque fois jy vais trouve recherche ny vais plus,negatif,0,stock
14040,Paris 20,site jour client considéré site affiche bien disponible alors fois place dit site estcpas a jour bref gros courage gueule,negatif,0,stock
14046,Chambery,choix conseils juste meuble livré mauvaise pièce 2 meubles cest passé,negatif,2,personnel
14050,Dardilly,moins moins personnel personne coupe alors plein monde attend dommage,negatif,2,personnel
14062,Fresnes,venue car site internet indiquait 5 produits stock jarrive parle 4 personnes entre rayon laccueil chacun dit daller voir dautres équipes site trompe repars donc bredouille baladée 15 minute sans aucune amabilité ni serviabilité alors jétais bébé,negatif,0,stock
14096,Haubourdin,castorama lendroit où gen vont acheter outils matériel bricolage jen sors plante spathiphyllum ca nétait prévu vu prix remise 50 pouvais passer côté contre quelle perte temp inutile caissiere client dattendre a chaque fois responsable valider promotion,negatif,0,stock
14107,Vitrolles,vendeurs désagréables na voulu servir dix minute avant fermeture car javais quà arriver avant alors devanture magasin ainsi internet lheure fermeture encore affichée 20h,negatif,0,stock
14131,Brest,dommage disponibilité carrelages 3 semaines,negatif,2,personnel
14140,Chambery,casto castor bricoleur faites repères internet faites 70 km achats papiers peints dispo internet ainsi rideaux assortis papiers peints résultats castor papiers peints rayon 1 seul lieu 8 rideaux conseils rayon parlons rappellera jours 4 jours après rien castor vue brefs stock jamais jours ballade concernant stock présents bref castor ira plus chambéry surtout nest première fois désagrément parole castor,negatif,0,stock
14142,Haubourdin,commande passée drive disponible jour retrait annonce produit nest plus disponible propose produit similaire plus cher,negatif,0,stock
14156,Creteil,jaime beaucoup puisque ji retourne souvent petits problèmes quil devrait corriger ça éviterai vois lerreur q fois rentré chez,negatif,2,personnel
14157,Vannes,rayon mintéressait nombreuses rupture moment approvisionnements compliqué dommage vendeuse nai intéressé demande,negatif,2,personnel
14176,Fresnes,personnel plusque nul 000,negatif,2,personnel
14182,Rillieux La Pape,nallez jamais demander poser quoi chez délais dattente interminable lartisan a abîmé sol navait 1 mois cest inadmissible,negatif,0,stock
14193,L'Union,plusieurs aménagements placard achetés août 2021 lintégralité débité attendons toujours placard fille 3 mois plus tard navons porte traîne chambre appelé plusieurs fois peut garantir recevrons placard 2021 largent a débité sans problème cherchant peu google rends compte cest problème loin dêtre isolé chez casto bref recevra jour placard lespoir fait vivre ny remettra plus jamais pieds,negatif,0,stock
14196,Fleury Sur Orne,allé deux semaines suite essayer voir sapin noël 238cms 600 led prix 400 euro proposé 290 euro 1ère semaine nai jamais obtenu voir sapin sorti carton comment vendre article sans accepter montrer,negatif,0,stock
14217,Antibes,très déçu castorama commandes passées internet systematiquement annulées alors produits bien physiquement disponible magasin gestion stock personnel gérant commandes revoir rapidement,negatif,0,stock
14225,Chalon Sur Saone,page accueil site web magasin santé priorité seule caisse ouverte 8 résultat plus 30 mn attente file dune trentaine personne bien evidement sans possibilite respecter distanciationseule réponse lorsque fait remarque sou effectif merci javais remarquémalheureusement nest première fois ose mimaginer rush noël escuses pauvre responsable si paru virulent,negatif,0,stock
14226,Saint Maximin,personnel sérieux avoir commandé produits jai annuler faute suivije ny retournerai plus,negatif,2,personnel
14228,St Jacques De La Lande,ya plus grand chose boutique covid oblige,negatif,2,personnel
14232,Besancon,personnel très sympathique stock magasin très étrangement fournis passé acheté adaptateurs dampoules variété ridicule carrefour plus xd cela dit nai trouvé bonheur ba non plus,negatif,2,personnel
14250,Paris 18,fait 5 fois jappelle magasin réponde 2 fois demande rayon bois panneau réponse rappelle répond plus nul laccueil,negatif,0,stock
14257,Anglet,toujours difficile trouver vendeur faut être patient sinon compétants,negatif,1,rayonnage
14283,Dardilly,rendu 2fois jour repartir main vide première fois dit découpe ouvre 10h 11h dit quil ny a personne qualifié découpe verre peutêtre aprem donc repartie vide dis temp jai attendu,negatif,0,stock
14288,Villemomble,téléphone non attribué déplorable,negatif,0,stock
14291,Bourgoin Jallieu,très déçu habitude tout acheter magasin bricolage retournerons plus acheter caméra wifi jamais connecter ensuite aller sav remboursement voulu fait avoir hors autres modèle caméra batterie très déçu compter donc avoir remboursement chez leurs pub pur mensonge,negatif,0,stock
14296,Marsannay-La-Cote,commande chez commande prends semaine retard jappelle mettre tout ça clair tombe personnel incompétent annulent commande tout recommencer personne téléphone semblait contente incompétence,negatif,0,stock
14298,Poitiers,magasin vieillissant plus plus manquant peine trouver conseillers contre venu samedi pourtant,negatif,1,rayonnage
14310,Mundolsheim,posé question vendeur a répondu assez sèchement lair lembêter dommage parce magasin mal,negatif,2,personnel
14313,Viriat,acheté cadenas chiffre fils casier lycée bout semaine a coincé puis bloqué retourné racheté cadenas casto quand allé voir sav signaler là rien voulu savoir presque faute fils sachant école mécanique aucun gestes,negatif,0,stock
14329,Barentin,cela fait plusieurs semaines jattends retour chiffrage linstallation dun insert après multiple relances aucun retour jai limpression davoir jeté 45 fenetre eviter type prestation magasin,negatif,0,stock
14330,Marsannay-La-Cote,difficile avoir conseil magasin quand a chance avoir conseiller ça passe bien,negatif,1,rayonnage
14333,Poitiers,très mal agencé peu personnes disponibles orienter conseiller bref grosse perte temp,negatif,2,personnel
14349,Roissy En France,rien dire excellent service,negatif,0,stock
14352,Chalon Sur Saone,accueil téléphonique déplorable après plusieurs essais algorithmes comprends rien alors parles français autres,negatif,0,stock
14353,Melun,bonjour voudrez presenter excuse monsieur etait rayon radiateurs electriques dimanche matin a souhaitions demander renseignement visiblement dérangé sinon magasin toujours aussi plaisant cordialement,negatif,2,personnel
14358,Villabè,toujours queue caisses,negatif,2,personnel
14369,Melesse,pratique parfois trouve tout obligé aller st jacques landes,negatif,2,personnel
14373,Orvault,service apres vente nul apres avoir telephoné a plusieurs reprises mi attente plus 30 minute raccroche nez repond,negatif,0,stock
14382,Bron,nul envoie amandes client mal garés quand a place,negatif,2,personnel
14388,Quimper,expérience catastrophique a lachat dun poêle castorama cest fini,negatif,0,stock
14391,Vélizy Villacoublay,nonrespect lautocollant stop pub,negatif,0,stock
14407,Bèziers,sanae a très lécoute besoins rencontrés trois fois finaliser commande cuisine sympathique professionnelle,negatif,0,stock
14423,Marseille,mauvaise expérience sav magasin dont rappellerai sav déplorable professionnalisme revoir satisfaction client mise second plan moins jen fais mieux porte bien adapté,negatif,0,stock
14426,Vannes,personel désagréable trouve jamais tout dont jai besoin trop rupture stock magasin sale,negatif,2,personnel
14433,La Seyne Sur Mer,promo 10 29 11 2021 2 déplacement 8 jours dintervalle rien lavons encore reçu tératogène quetera comme con fais 5 kilomètres rien chez casto ny a rien quil faut dégoûté,negatif,0,stock
14448,Cormeilles En Parisis,service ligne téléphone déplorable robot reconnait voix personne répond disponibilité ça raccroche,negatif,0,stock
14454,Antibes,très bien tenu trop grand perds magasin,negatif,2,personnel
14456,Le Cannet,bien hélas trouvé voulais,negatif,2,personnel
14463,Bron,relation client vendeur naccepte remarque tourne talon sen va honte castorama bron soir vers 18h 18h15,negatif,0,stock
14479,Givors,manque personnel trop attente rayon carrelage dommage,negatif,2,personnel
14484,Vélizy Villacoublay,déplacé acheter article vus disponibles site alors non disponible rayon minimum mettre site jour quant recherche larticle rayon obligé dinsister auprès vendeur mindiquer trouve larticle question,negatif,0,stock
14520,Mundolsheim,carte castorama grosse arnaque jai souscrit carte mois mai a surprise jai retrouvé magazine boîte lettre quelques jours après pensais quil fessait partie carte castorama sauf 6 mois plus tard compte bancaire 1990 puis 2390 quelques jours plus tard quand estce ça va sarrêter lors déchanges service client castorama mont confirmé quils peuvent rien faire quil sagit dabonnement souscrit unimedia lors lactivation carte bref 54 final carte bonne lecture tous magazine,negatif,0,stock
14535,Aytre,jusquici navais rien dire magasin aujourdhui mauvaise expérience magasin actuellement réorganisation conçois lorsque jai demandé lune salariée sil possible fournir article rayon fermé dit oui cest possible quil faut demander collègue lautre bout magasin charge rayon explique jai déjà voir collègue quil mavait dit cétait inaccessible vente clairement fait comprendre quapparemment collègue na envie bouger puisque personne fourni larticle dont javais besoin donc parti chez leroy merlin,negatif,0,stock
14542,Melun,viens souvent toujours difficile trouver conseillers comprends quils trouvent poste si doutez constat regardez vidéos filmant postes différents rayon verrez quils plupart temp vides jespère poste permettra daméliorer problème parle poste ça comprend aussi rayon remercie,negatif,1,rayonnage
14560,Paris 15,peu assez voir article notés stock site alors quen magasin ny a loccasion dorienter client vers produits similaires forcément plus chers depuis deux an cest chanson stop,negatif,0,stock
14561,Bourgoin Jallieu,2heures attendre vendeur spécialiste rayon avant finalement île dirige vers autre client première occasion magasin tout pourri si voulez perdre 2 heures attendre navoir aucun renseignement nhésitez sinon passez chemin,negatif,0,stock
14588,Givors,gros soucis management cette boite personnel peu partout personne quand a besoin 1 camion tel magasin toujours problème chose va caissière assez bisarre,negatif,2,personnel
14597,Terville,23 balathum 2m 240m fin rouleau plis pliages trou vendeur chef veux faire comm chose va finir benne deuxième vie où chance lenvironnement casto,negatif,1,rayonnage
14600,Lormont,si besoin rien ya castorama lormont faut appeler ya jamais personne répond dû perdre téléphone peut être,negatif,0,stock
14601,Frejus,i toujours simple trouver quon cherche arrive,negatif,1,rayonnage
14609,Claye Souilly,trouve toujours cherche dur trouver vendeur lorsqu trouve rayon dommage donc partis concurrence,negatif,1,rayonnage
14615,St Jacques De La Lande,service après vente déplorable secteur peintureune formation relation clientèle impose,negatif,0,stock
14616,St Jacques De La Lande,jai apprécié conseils vendeuse rayon peinture jai déploré revanche caisse pmr fermée,negatif,2,personnel
14632,Villemomble,magasin correct rien mérite plus 3 étoiles,negatif,0,stock
14653,Villabè,17 fois impossible joindre tous service impossible téléphone,negatif,0,stock
14667,Chambray Les Tours,sav inexistant fout totalement clientsmagasin a évité,negatif,0,stock
14670,Les Pennes Mirabeau,vendre monde contre sav catastrophique permanence injoignable lorsque téléphone décroché cest raccrocher gueule ça fait 1mois jattend impossible davoir nouvelles suite 12 novembre 2021 comme lors dépose outils sav responsable nest là collègue rend loutil réparé étiquette arrachées mal recollé trace graisse partout corp outil nest nettoyé nai encore essayé bon fonctionnement bref jirais voir concurrence prochains achat doutils autre matériel potentiel risque besoin sav si cela demande faire km plus dommage,negatif,0,stock
14673,Paris 20,nouvelle entrée magasin donc plus facile entrée sortir reste toujours aussi bien achalandé,negatif,2,personnel
14678,St Martin D'Heres,nont grandchose magasin dommage,negatif,2,personnel
14687,Portet Sur Garonne,rayon fouillis personnel toujours sympa surtout caisse ca laisse touche froide sans envie revenir,negatif,2,personnel
14691,Quimper,jai payé 20 euro billet 100 euro pauvre caissière navait 80 euro caisse rendre a demandé 1 3 responsables laccueil venir vérifier billet 100e emmener monnaie 3 pipelettes laccueil déplacéesnous répartis sans achats bout 10 minute récupérant quand billetweldom mêmes produits caissière suffisamment caisse rendre monnaie surtout stylo vérifier si billet faux,negatif,0,stock
14694,Mandelieu La Napoule	,dommage ny trouvé cherchais peinture résistante hautes températures foyer insert,negatif,2,personnel
14718,Les Ulis,a v nul renouvelez carte fidélité si malheur mi ticket garanties dessus a v refuse garantie sans réactivation carte fini casto 5 km plus coucou leroy merlin moins chers plus,negatif,0,stock
14727,St Martin D'Heres,assez personnel enfin quand trouve employé envoie mauvais 2eme employé meme chose trouve produit recherché après 30 minute dexploration magasin savons si produit adapté lextérieur là encore personne renseigner dépités reportons sans rien iron net trouver bonheur quel dommage là magasin pareil sert plus a rien cest juste entrepôt matériel déshumanisé,negatif,2,personnel
14738,Antibes,plus grand castorama plus nul mauvaise gestion stock mauvais accueil réponde jamais téléphone préfère sincèrement leroy merlin prendre leçons chez,negatif,0,stock
14745,Les Ulis,peu déçu cour materiaux jour férié 11 novembre vérifie site lheure douverture indiquée 7h bien cest semble til 9h car cela fait 2h attendons devant barrière bien mettre jour horaires site lentrée magasin jai également besoin faire descendre palette servir seul personnel disponible pause 30min,negatif,0,stock
14773,Villabè,dommage quil toujours minimum caissières entraîne inéluctablement lattente caisses,negatif,2,personnel
14782,Frejus,magasin très mal approvisionné deux fois jy vais entendre a plus stock deux commandes web annulées faute stock a chaque fois cétait dispo chez leroy merlin alors maintenant cest leroy merlin direct,negatif,0,stock
14787,Givors,retrait colis simple précis dattente,negatif,0,stock
14796,Paris 20,déçu nouvelle conception magasin trouve cherche personnel renseigner,negatif,2,personnel
14797,Les Ulis,dabord grande difficulté trouver solution échanger sèche serviette dossier a pris charge nicolas sav professionnalisme grande disponibilité permis bénéficier léchange produit délais exceptionnel toujours dérangeant davoir soucis sav cette expérience rappel derrière enseignes traitement dossier a hommes femmes coeur sen service client cela len remercie chaleureusement,negatif,0,stock
14801,Brest,standard téléphonique épouvantable attente interminable souvent sans réponse,negatif,0,stock
14802,Villemomble,a défaut pouvoir mettre zéro étoile impossible joindre téléphone numéro téléphone fonctionne ca depuis plusieurs jours,negatif,0,stock
14805,Antibes,immense difficulté trouver référence,negatif,1,rayonnage
14819,St Marcel Les Valence,très grand castorama personnel lécoute gâche rien situé côté deux zone commerciales,negatif,2,personnel
14829,Melesse,drivetrop complique magasin tourne rond trouver employé quand a chance den trouver unce nest rayon connait reponse quelle perte temp,negatif,1,rayonnage
14833,Bondues,personnel très a lécoute découpe bois plutôt délicate réalisée sans problème enthousiasme,negatif,2,personnel
14859,Chalon Sur Saone,grand magasin beaucoup rayon vendeurs disponibles contre beaucoup beaucoup trop manque deviens pénible bricoler,negatif,2,personnel
14865,Fresnes,plus cher enseignes bricolage,negatif,2,personnel
14868,St Martin D'Heres,service retrait magasin déplorable,negatif,0,stock
14878,Nîmes,location véhicule éviter jai loué samedi véhicule heure vendeuse demandé empreinte cb caution fait nen débité 800 répond quon rendra 7 jours juste scandaleux malhonnêteté particulièrement déçue déconseille cet endroit,negatif,0,stock
14934,Olivet,repond téléphone 3 fois 10 mn repondent magasin olivet 45160,negatif,0,stock
14947,Saint Maximin,magasin immense super achalandé bon accueil bien renseignée façon trouver cherchions objet trouvé conseillé bien rien redire espérons chaleur produite réchauffera yapuka savoir sen servir,negatif,1,rayonnage
14949,Chambery,aberance total incroyable incapacité professionnelle dirigeants achéte moment éléments cuisine fais tout ba abord chaque livraison service livraison a 1 h attente quand rentre chez 40 km castoil manque éléments pièces cela fait 4 fois manque element cela fait 2 mois fais ar fais 80 km car manque pièces peux plus demande vais aller compléter cuisine éléments haut car plus envie revenir a casto chambery dorment tous directeur voit derrière bureau aimerai bien contacte rembourse kilométres depuis 2 mois chaque samedi 80 km faites valider commandes recues verifiez avant presenter,negatif,0,stock
14978,Bron,mois machine café panne sen foutent royalement retirer ça sert rien quil reste planter,negatif,0,stock
15047,L'Union,jai stupéfaite rapidité passage caisse,negatif,0,stock
15052,Brest,trouve vraiment tout dommage si grand certains vendeur veuillent éviter,negatif,2,personnel
15084,St Martin D'Heres,service client déplorable commande prise rapidement annonce délais 3 semaines commande passée 3 août toujours rien bien sûr aucune date réception daprès castorama impossible davoir date précise enfin si date repoussée semaine après semaine obligés dappeler toutes semaines savoir où cela sinon suivi quand arrive avoir quelquun téléphone quand appelle dimanche peut avoir renseignements parce dimanche matin temp situation commence être très énervante,negatif,0,stock
15101,L'Union,hôtesse caisse très agréable sans nommer nom aime beaucoup passer alicia,negatif,2,personnel
15122,L'Union,passage toulouse passé rayon jardinage concernant installation hivernale jai conseillé fonction besoins non forcément plus cher recommande merci mélissa conseils,negatif,2,personnel
15133,Bourgoin Jallieu,service téléphonique médiocre met attente raccroche impossible joindre obligé déplacer faire réclamation équipe écoute,negatif,0,stock
15134,Barentin,alors tondeuse mac allister 163cv acheter fin février entretiens suivis rodage vidange fuite huile aout dépôt sav saison finie aucun prêt depot mention fuite dhuile 2 mois réparation tondeuse revient mention module electrique changé car défectueuxmais fuite toujours présente doi rire pleurer fais suite message remplacement jour nouvelle tondeuse merci responsable jour compréhension,negatif,0,stock
15140,Vitrolles,dommage peu déçue 1 ère visite magasin peu choix,negatif,2,personnel
15149,Chennevieres Sur Marne,nulle personnel fuyant coup personne devi cuisine tout autre information,negatif,2,personnel
15187,Blagnac,conseil catastrophique personnel nombreux jamais présent rayon 3 minute course demi heure attente car très peu caisses ouvertes a quand caisses auto résumé beaucoup chose a revoir,negatif,2,personnel
15191,Chalon Sur Saone,difficile trouver vendeur toujours laissé mêmes magasin très vide personnel,negatif,1,rayonnage
15203,Haubourdin,accueil rayon plus agréable pire selon spécialité attendre plus dune demi heure tenter acheter porte sans vendeur daigne adresser parole semble ignorer trop accaparé écranfinalement interpellons autre conseillé passe rayonest occuper porte absolument disparaît autres rayon sans motnous repartis sans porte,negatif,0,stock
15232,St Nazaire,service retrait marchandise catastrophique,negatif,0,stock
15233,Les Ulis,frôid,negatif,0,stock
15235,Nîmes,si rien allez voulais renseignement luminaires impossible trouver employé maider résultat partie magasin a perdu client,negatif,0,stock
15294,Annecy,problème cousine commancer manque colis livraison parcours combatant avoir colis manquants ensuite porte courtes abîmées charnières sans amortisseursorganisation service après vente revoir modification 4 interlocuteurs cherchent vraiment solution va prendre contact direction car dure depuis 2 mois,negatif,0,stock
15311,Bèziers,temp opur enseigne dinvestir site internet permettent client naviguer normalement vrai découragement,negatif,0,stock
15313,Paris 20,déplorable renseignement,negatif,0,stock
15317,Bèziers,stock annoncés larticle recherchais spécifiquement site faux sauf si compte ceux cassés abordons ca richard petit être frustre nature a oubliée travailler jardinerie prouve quil nest rancunier envers rêvé dêtre homme pouvoir dictature sanitaire marche a accordée once pouvoir quun couard naura jamais droit chasser dénoncer délectation ceux extérieur nont leurs muselières soumission sans aucune vergogne ferait honneur gardien camp devant témoin sidéré lépuration,negatif,0,stock
15318,Lescar,pris 90 euro deplacement dun technicien realiser devi final a jamais reçu devi ainsi refuser rembourser 90 euro disent castorama peut accompagner projet car nont produit demandé stock rêve a eviter completement,negatif,0,stock
15341,Jouy Aux Arches,super déçue rayon papier peint niveau rayon luminaires exemple voici obligée trouver autre magasin,negatif,1,rayonnage
15342,Les Pennes Mirabeau,dommage vraiment personne conseiller,negatif,2,personnel
15353,Barentin,sav inefficace passer samedi 23 octobre après midi jai contact jeune homme paraissait plus lapprenti jattends toujours appel cest demander si directeur magasin rends compte mettre seule personne sav samedi après surtout réponse jattends article vendu sou marque mac allister marque référencé magasins castorama,negatif,0,stock
15367,Les-Clayes-Sous-Bois,erreur daiguillage dun vendeur cherchais cest rare jai déçu 1ere fois,negatif,1,rayonnage
15369,Aix En Provence,vigile sait faire circulation materiaux dommage,negatif,2,personnel
15379,Pierrelaye,nul doute castorama veux remboursé éléments cuisine defecté,negatif,0,stock
15389,Villemomble,dernière fois met pieds plus 1 heure retirer commande dossier fermé,negatif,0,stock
15406,Givors,personnel généralement constamment attroupé seul endroit ainsi quand besoin quelquun rayon cherchez indique ensuite personne cherchez va tarder 15 min après toujours personne problème cest cest récurrent magasin givors,negatif,2,personnel
15413,Bron,commande règlement meubles 61021 délai annoncé 10 jours 2 mois après toujours livraison aucun contact tenir courant jessaye dappeler tous jours suivi commandes impossible joindre encore expérience dachat désastreuse castorama,negatif,0,stock
15423,Niort,service pose service après vente peu compliqué transparence communication désolant confiance nest plus préfère payer peu plus cher avoir service qualité,negatif,0,stock
15449,Niort,magasin mal beaucoup choix acheté beaucoup matériaux a borne recharge voitures électriques fonctionne depuis presque an trouve cela vraiment dommage car idée bonne car viens électrique quand cela fonctionne mieux a suivre,negatif,2,personnel
15451,Perpignan,bref voleurs rendus chez castorama découpe verre demandé 5 mm payé 5mm arrivé maison surprise a donné 4mm,negatif,0,stock
15466,Merignac,gros problème stock,negatif,0,stock
15467,Marseille,partie personnel désagréable allées encombrées chariot palette ça discutent côté fait rien client puisse passer politesse fait partie leurs bonnes manières,negatif,0,stock
15488,Claye Souilly,jai essayé contacter magasin claye souilly 8h20 impossible davoir vendeur rayon électricité attente 6 mn 2 encore moins standard attente 9 min 24 bref déjà lon fait souvent queue caisses voilà personnel nest poste pourtant journée commence 8h00,negatif,2,personnel
15508,Le Cannet,produit annoncé stock site rien magasin 3 différents après 110kms parcourus donc très déçu castorama client très longue date trouve depuis quelques année dégrade plus plus mal reçu presque plus conseillé renseigner cordialement sébastien particulier artisan bâtiment,negatif,0,stock
15517,Mundolsheim,difficile accès moment vu travaux certains rayon vides probablement a cause expéditeur,negatif,1,rayonnage
15522,Villenave D'Ornon,naime tout magasin impossible trouver vendeur conseiller quand trouve dirait quon dérange jai acheté placard a lintérieur manquait éléments finir reviendrai magasin,negatif,1,rayonnage
15525,Chambray Les Tours,assez simple trouver article,negatif,1,rayonnage
15527,Marsannay-La-Cote,trèsz beau magasin très peu choix abat jours dommage,negatif,2,personnel
15535,Olivet,nai chance a chaque fois tombe personne incompétente mal aimable demande vraiment si embêtes heureusement nest majorité quil a personnel très compétent gentil,negatif,2,personnel
15539,Saint Maximin,jhésite entre voleur arnaqueur lors visite vois beau meuble salle bain renseigne auprès dun vendeur celuici disponible livraison gratuite prends peu temp réfléchir sagit tout dun meuble sdb plus 1000 soir décide lacheter rends site castorama arrivé fin commande impossible valider livraison celleci nest plus disponible alors quelques minute avant oui bon très bien rends nouveau magasin lendemain choisi meuble rends caisse là surprise mannonce frais livraisons sélèvent plus 160 comment dune journée lautre peut passer gratuit 160 quel terme choisir ditesmoi définissez comme voleurs arnaqueurs,negatif,0,stock
15541,Perpignan,tout commercial vendeur rayon dressing mardi 2 novembre 11h30 demande si peux payer dressing venir chercher cet après midi a refusé prétextant quil pouvait stocker conclusion partie chez leroy merlin déçue,negatif,0,stock
15555,Villabè,difficile trouver personne rayon afin davoir renseignements article bien précis trouvant,negatif,1,rayonnage
15562,Creteil,manque visibilité articleson passe trop temp a chercher avant trouver article cherchec dommage bien a vousun fidèle client,negatif,2,personnel
15565,Chambourcy,attente dramatiquement longue avoir vendeur évitez samedi évitez tout court,negatif,1,rayonnage
15621,Le Cannet,malheureusement trop désordre rayon,negatif,2,personnel
15636,Haubourdin,trouve toutpour laménagement maisonil faut profiter soldes toute lannée,negatif,2,personnel
15638,Avignon,comme dhab 5 minute course 20 mn dattentes caisses car seule ouverte queue folie,negatif,0,stock
15641,Avignon,beaucoup devant magasin 16h40 devant porte fermé castorama alors quils indiquent fermeture a 17h font déplacer gen inutilement horaires fermeture mensongère,negatif,0,stock
15666,Melesse,nulle,negatif,0,stock
15668,Les Ulis,souhaite acheter table rempotage rayon jardin indiqué site quil 11 pièces disponibles également indiqué produit localisé allée 407 apres 12 h recherche impossible trouver table demandé vendeur a également cherché pendant 10 minute a indiqué quil ny introuvable impossible commande pièce internet conclusion perdu 2 heures trajet aller magasin castorama trajet retour impossible commander produit informé laccueil magasin a indiqué avoir remonté problème plusieurs reprises quantité indiqué site nest réelle quil pouvait rien faire savais vu sen client aussi ba,negatif,0,stock
15675,Chambourcy,bonjour franchement zéro chez zéro lenseigne castorama marque stock internet ocurance voulais plinthe cuisine couleur crème dimention 15cm 240cm io mette 8 stock déplace paris 17 ème jusca castorama chambourcy fallais 3 pièce foit place disant vendeur zéro zéro service commercial dise ons stock dise erreur organisation stock trouve vraiment zéro chez zéro conseille concurrent comme lapeyre autres,negatif,0,stock
15681,Paris 18,jai essayé gants jardinage jai oublié enlever coup jai payé jai fais exprès,negatif,0,stock
15691,Portet Sur Garonne,super accueil sandy bâti toute déguisée halloween,negatif,2,personnel
15692,Paris 20,accueil renseignements nul personne a envie travailler magasin service nul,negatif,0,stock
15696,Paris 15,13 pièces stock site 0 magasin résultat 20 euro plus a payer chose agent sécurité demande pièce identité sortir chariot charger achats voiture a fuir,negatif,0,stock
15715,Le Mans,entreprise tout type terrain friche donc fois besoin petite choses sertaine client bt etsto girault,negatif,0,stock
15757,Le Mans,ça fait plus deux mois acheté grille clôture attend toujours poteaux platines toujours faute fournisseurs do large personnel castorama tous nuls,negatif,2,personnel
15758,Nantes,trouve tout prime organisation interne type labyrinthique quoi passer temp inutilement quand jeu mirifique sortie jeton patience,negatif,0,stock
15759,Cormeilles En Parisis,très médiocre matériaux non approvisionnés rayon personnel désagréable où vaton,negatif,2,personnel
15765,Thillois,bjr moins choix quà leroy merlin cormontreuil dommage,negatif,2,personnel
15766,Le Cannet,dommage quantités jour,negatif,2,personnel
