,City,Content_clean,comp_score,topic,topic label
10756,Bèziers,magasin très bien fourni vendeurs bon conseils animateur fady toujours là renseigner sourire,tres positif,2,félicitation
10760,Dardilly,toujours bien accueilli sécurité lentrée vendeurs souriants parfois compliqué trouver vendeur pourtant souvent nombreux rayon carrelage malheureusement vendeur sy connaissait rien a induit erreur a coûté double général connaissent rayon a chance cette fois magasin toujours bien rangé propre plus années passent plus gen incompétents temp perdu chaque fois,tres positif,0,choix
10763,Orvault,renseignent correctement aident sourire charger article lourds prix très corrects peut garer facilement très grande remorque,tres positif,0,choix
10765,Merignac,magasin agréable très atypique vu ça position vendeurses compétents agréables recommande,tres positif,0,choix
10770,Portet Sur Garonne,excellent magasin grande équipe dynamique impliquée lécoute client beau produits qualité grand merci aide conseils travaux,tres positif,2,félicitation
10778,Gonfreville L'Orcher,recherchez parquet flottant nhésitez plus choix surtout conseiller extra compétent bravo thierry très professionnel bon vendeurcela manque autres enseignes,tres positif,1,personnel
10780,Kingersheim,grande surface très bien aménagée personnel très professionnel toujours bon conseil sourire plus tout respectant gestes barrières bravo tous,tres positif,1,personnel
10787,Herouville St Clair,grand merci pierre rayon salle bain conseillé perfection,tres positif,0,choix
10788,Feytiat,magasin agréable personnel agréable courtois serviable,tres positif,0,choix
10789,Poitiers,magasin exceptionnel choix innoui vendeurs tonnerre cest superbe magasin cest bonheur bravo toute léquipe castorama,tres positif,0,choix
10790,L'Union,panne chauffage quelques jours agréablement surprise rapidité chauffe radiateur conseillé martial choix tellement difficile parmi tous modèles vendeur a réussi satisfaire besoin plus ça cétait produit soldé donc doublement ravie merci,tres positif,0,choix
10793,Roanne,très bon vendeur bon accueil,tres positif,1,personnel
10796,Vannes,comme toute grande enseigne merci service reste désiré aimable sauf caisse,tres positif,0,choix
10805,Chambray Les Tours,magasin propre personnel tres bon conseils,tres positif,1,personnel
10807,Roissy En France,accueil glaciale niveau drive alors seule cliente magasin refait a neuf très agréable tant a faire a vendeur rayon visite 21 janvier 2022 12h agréable surprise être renseigné vendeur pascal super sympa serviable a su conseiller achat comme collègue plus jeune inutile sauf faire gps gros colis mettre véhicule demandé personne drive aider rappelle magasin vide client avt ok arrive dit vu personne personne extérieure aidé a demandé petite pièce tout apprécié bon reparti ptit billet quand très rassurant,tres positif,0,choix
10812,Bèziers,très satisfaite heureuse davoir pu trouver tapis dextérieur goût merci fady conseils recommande magasin car vendeurs très sympa,tres positif,2,félicitation
10819,Bèziers,bonne affaire léclairage merci fady,tres positif,2,félicitation
10821,Bèziers,merci soldes chapeau fady bons plan,tres positif,2,félicitation
10826,Bèziers,faits très bonnes affaire achetant luminaires merci lanimateur fady bonnes annonces recommande,tres positif,2,félicitation
10829,St Martin D'Heres,magasin propre vendeurs agréables top,tres positif,0,choix
10841,Henin Beaumont,très propre hôtesses très gentil très bien accueilli,tres positif,0,choix
10842,Chambray Les Tours,passés soir bien tard matériaux encore merci ali tous conseils a lécoute projet porteur conseils très judicieux notamment calcul portées projet mezzanine très pro,tres positif,2,félicitation
10843,St Nazaire,magasin très convivial bien agencé beaucoup choix a recommander,tres positif,0,choix
10848,Avignon,magasin splendide personnel très serviable recommande,tres positif,0,choix
10850,Kingersheim,magasin propre accueillant,tres positif,0,choix
10858,Chambray Les Tours,excellent accueil personnel vendeurs extrêmement compétents bon conseils prennent temp écouter surtout lachat dun escalier grand merci denis thomas toute léquipe convaincu lacheter,tres positif,2,félicitation
10862,Dunkerque,merci particulier mademoiselle kelly rayon cuisine a pris temp occuper quand autre sorti phrase toute faite comme tout rayon merci encore,tres positif,2,félicitation
10864,Creteil,bon accueil bons renseignements,tres positif,1,personnel
10868,Dunkerque,large choix darticles a tout quil faut peutêtre assez personnel rayon conseiller sinon cest très bon commerce bien situé personnel caisse très aimable recommande vivement cet endroit,tres positif,0,choix
10873,Les Ulis,venus acheter nouveau robinet salle bain choix préféré demander laide vendeur surnommé marco très gentil professionnel a très bien renseigné remercions conseillons vivement magasin,tres positif,0,choix
10876,St Nazaire,bon magasin bricolage produits intéressants,tres positif,1,personnel
10877,Chambourcy,magasin très bien facile daccès rayon bien rangés très bon professionnalisme,tres positif,0,choix
10884,Rillieux La Pape,manque personnel piur renseigner produits très peu informer prix trop chers,tres positif,0,choix
10885,Bèziers,nouveau client castorama agréablement surpris choix diversité produits leurs prix remercie service bâtiment menuiserie fenêtre personnel écoute serviable conseils constructifs bravo,tres positif,0,choix
10887,Gonfreville L'Orcher,très bien conseiller thierry rayon parquet lécoute bon conseille agréable merci,tres positif,1,personnel
10906,Pierrelaye,rayon menuiserievendeur professionnel lécoute disponible merci mavoir aider charger voiture,tres positif,0,choix
10907,Angouleme,trouve note beaucoup trop élevé prix cher plusvalue fabrication ni qualité produits vrai problème service clientèle inexistant déplorable si trouvez conseiller reste plus 10secondes conseiller cest miracle conseil 1 produit colle neoprene pot jai demander 3 conseiller différents 3 réponses différentes où pouvais trouver magasin aucun na voulu regarder ordinateur vérifier stock site 12 stockage magasin ni maider quand jai expliqué troisième quon menvoyer dun rayon autre a pouffé rire a hausser épaules après 15 minute recherche aller mr bricolage peutêtre moins choix qualité identique prix moindre surtout conseillers répondent sans donner limpression dêtre sou car faisais petit achat boycotte castorama dorénavant jusquà quil forme conseillers rayon minimum apprendre dire bonjour connaître magasin,tres positif,0,choix
10908,Bèziers,très satisfait service accueil chaleureux envie revenir merci fadiy tout bons plan,tres positif,2,félicitation
10910,St Martin D'Heres,après léger litige lors dun retrait commande drive jai loccasion discuter membre personnel magasin démarche très professionnelle a très appréciable remercie castorama effort communication maintien dun service après vente irréprochable recommande,tres positif,0,choix
10911,St Martin D'Heres,général faut jouer cachecache trouver vendeur castorama smh a souvent limpression déranger heureusement parfois peut trouver pépites travaillent magasin remercie alfio vendeur rayon boismenuiseriedécoupe toujours dune grande sympathie accueillant très bons conseils aujourdhui adressée seconde fois projet contreplaqué salle bain a tout fait trouver meilleure solution tout sourire très soucieux condition physique moment transport marchandise enceinte si cherchez vendeur compétent magasin castorama smh cest alfio quil faut demander,tres positif,2,félicitation
10913,Saint Maximin,carte cadeau castorama volée grâce professionnalisme bienveillance valérie laccueil jour souci a réglé carte cadeau remplacée tout sourire ça fait bien merci encore,tres positif,0,choix
10919,Chambery,magasin bien fourni équipe réactive prête aider top,tres positif,0,choix
10921,Bèziers,merci matthieu rayon jardin salon prix cassé conseils merci aussi fady lanimateur bon plan recommande,tres positif,2,félicitation
10922,Bèziers,jai fait tres bonnes affaire soldes cest super matthieu rayon jardin a très bon conseils lanimateur micro assure comme chef casto beziers cest propre recommande,tres positif,2,félicitation
10926,Colmar,tres bien achalandé personnel très agréable professionnel magasin propre clair tres bonne journée,tres positif,0,choix
10927,Olivet,repérage facile produits hauts gamme possible magasin spacieux agréable tous type produits déco brico jardin gros matériels plus grand choix métropole dorléans prix généralement élevés matériel qualité supérieure,tres positif,0,choix
10929,La Seyne Sur Mer,beaucoup choix produits marque qualité très moyenne échange retour produit très simple carte fidélité intéressante vendeurs très disponibles,tres positif,0,choix
10935,Vitrolles,content magasin castorama cote idéal agréable aimable,tres positif,0,choix
10936,Vitrolles,contente visite castorama vitrolles côté ikea équipe très sympathique recommande,tres positif,0,choix
10943,Les Ulis,vaste magasin clair propre très bien achalandé personnel très lécoute extrêmement sympathique,tres positif,0,choix
10946,Lescar,jour 10 janvier 2022 venons tout dabord drive retirer moulures plafond commandées 1050 15m manque chance elles trop fine allons donc magasin changer conjoint moimême enceinte 8 mois fils 18 mois trouvons bonheur lot 5 5x2m moulures rayon bien scotchées ensemble 790 euro passons caisse content trouvaille surprise cest 790 euro paquets non lot 3950 euro lieu 790 vendeuse excuse dit daller porter réclamation laccueil royal chef rayon déplace fait dire employées comme ça quil a code barre chaque paquet point final vrai censé connaître procédure détiquetage chaque magasin fréquentons cher monsieur stéphane crois na daigné déplacer bravo si grande enseigne disant près client honte recommande absolument prête dy remettre pieds,tres positif,0,choix
10948,Kingersheim,suite retour produit défectueux 17 janvier 2022 jai bien reçu caissière rayon bâti kingersheim contre laccueil chef rayon nétait génial aucun bonjour part jai vraiment limpression déranger cette personne oublie souvent limportance service client pourtant cest aujourdhui éléments déterminants croissance dune entreprise effet aujourdhui consommateurs volatile sils satisfaits iront directement chez concurrentà bon entendeur monsieur chef rayon,tres positif,0,choix
10949,Marseille,plus jamais vais acheter materiel plomberie dispo soir 22h premier rayon lendemain plus dispo allez ça passe ça arrive quand demande deux vendeurs racontent leurs veilles soir voient sortir rayon vrai capharnaüm répondre rayon 83 merci jen sors troisième maccompagne plus répond si cest rayon ny a logique implacable arrivé caisse médaille dor sympathie mdr rendu concurrrence gagne client puosque jy tout trouvé jai rapporté javais acheté puisquils veulent bosser autant quils bossent client perdu 10 retrouvés,tres positif,0,choix
10958,Vannes,procédé commande diver meubles bureaumbertrand b responsable rayon ameublement particulièrement compétent très bon conseilil a accompagné choixmerci,tres positif,1,personnel
10968,Saint Maximin,très grand magasin propre bien tenu grand parking pratique petit bémol lattention responsables rayon attention rupture ça quelque rayon,tres positif,0,choix
10976,Marseille,personnel très lécoute bien quil assez pertinent den augmenter nombre heures daffluence souvent conseils laccompagnement achats demandent peu temp personnel peu guère raccourci temp réponse lagencement rendre caisses revoir selon cest sans doute volonté commerciale direction très pratique ouvert dimanche cest deux accès grand parking situation géographique font magasin très facile daccès,tres positif,0,choix
10986,St Jacques De La Lande,personnes très accueillantes très bon contact beaucoup renseignement très a propos utile jai trouvé dont javais besoin 10 minute,tres positif,1,personnel
10991,Haubourdin,très contente passage casto englos surtout remercie matthieu aide chargement 4 très lourds colis sans naurai jamais réussi charger seule grand merci,tres positif,0,choix
11005,Le Cannet,magasin sympa bon vendeur préfère celui dantibes jai impression davoir beaucoup plus choix,tres positif,1,personnel
11006,Aubiere,merci isabelle a très bien conseillé choix dressing mesures meubles rangements hall chambres personnes très professionnelle très patiente agréable lécoute client répond besoins recommande sans hésiter merci isabelle,tres positif,0,choix
11007,Kingersheim,magasin très complet rénovation logement très bons conseils léquipe toujours aimable rayon peinture siegfried a parfaitement renseigner a très complice enfants merci tous,tres positif,2,félicitation
11010,Coignieres,sortis visite castorama ravis grâce louis a répondu toutes question grand professionnalisme également reçu bon conseil vendeur carrelage super équipe merci,tres positif,1,personnel
11018,Bourgoin Jallieu,personnel agréables bons conseils grâce elles jai trouvé pièce cassée karcher merci service aprèsvente,tres positif,2,félicitation
11020,Henin Beaumont,très bon accueil jai trouvé tout désirais vendeur compétent,tres positif,1,personnel
11022,Chennevieres Sur Marne,grand grand merci stéphane retrait marchandises professionnalisme grande compétence grâce pu avoir récupérer commande mois septembre,tres positif,0,choix
11029,Colmar,bravo merci très bon accueil conseils reçus équipe jour colmar ça donne envie revenir,tres positif,1,personnel
11041,Bèziers,fady super accueillant bonnes affaire plus soldes,tres positif,2,félicitation
11049,Bèziers,merci accueil a fait bonnes affaire merci fady animateur etait exceptionnel recommande,tres positif,2,félicitation
11052,Kingersheim,jai acheté 75 m2 parquet bambou suite excellents conseils victor grace conseils astuces pose parfaitement réussie grand merci,tres positif,2,félicitation
11053,Gonfreville L'Orcher,tenais remercier ahmed rayon jardin sympathie professionnalisme a su très vite recueillir besoins proposer produits adéquat toutes information dont disposait a prit temp présenter carte fidélité très avantageuse ca vendeur top merci encore ahmed,tres positif,2,félicitation
11059,Bèziers,super promo castorama beziers très belle accueil soldes top merci fady bons plan,tres positif,2,félicitation
11064,Portet Sur Garonne,jeune génération vendeurs chez castorama vraiment top vendredi jai besoin conseils vendeur jardinerie dun certain âge malgracieux possible très vite remplacé jeune collègue efficace souriant chaleureux jai ensuite trouvé clone rayon petits radiateurs niveau daccueil vraiment remonté établissement,tres positif,2,félicitation
11065,Chennevieres Sur Marne,drive rapide efficace aimable cetait mr stéphane réponse écrit stéphanie alors cest monsieur stéphane jai écrit,tres positif,0,choix
11069,Angouleme,arriver vers midi après avoir pris article cherchais présenté caisses seulement deux ouverte totalité plus dune dizaine client attendre heure déjeuner compté vu lattente a dépassé 5 mn jai posé article partis personnel caisse aucune caisses automatiques lamentable préfère aller chez leroy merlin soyaux,tres positif,0,choix
11073,Terville,toujours cher retrouve vite dépenser 15 euro tournevis deux trois bricole personnel agréable casto a enfin compris limportance service client,tres positif,0,choix
11078,Chennevieres Sur Marne,service drive 2h très efficace très pratique stéphane vraiment attentionné sympathique,tres positif,0,choix
11085,Paris 15,très bien efficace lécoute nombreux produits top,tres positif,0,choix
11088,Chennevieres Sur Marne,grand merci laureen rayon cuisine a rapide efficace renseigner malgré laffluence reviendrai faire cuisine dici quelques semaines plaisir,tres positif,0,choix
11094,Saint Orens De Gameville,merci trois vendeurs yavait jour là informé rouleau gazon synthétique lon prenait navait couleur vraiment merci retournerai castorama sitôt jaurais dû avoir puce oreille sachant jai reçu cuisine encastrée chez plan travail abîmé poseur na cru utile den demander bon état posé cela tel quelle fuyez tant quil encore temp p merci ironique bien sûr,tres positif,0,choix
11097,Chennevieres Sur Marne,magasin génial personnel très aimable ça accueil magasin merci tous rester comme amabilitées vôtre sourire top comparez castorama pontault ça rien voir allions plus là ba vu façon recevoir clientèle,tres positif,0,choix
11099,Saint Maximin,très bonne expérience rayon dressing magalie tellement bonne lors 2eme venue validation magalie absente préféré revenir lendemain être sûre traiter touche féminine quelle apporte plus rayon aide vraiment projeter merci car faut aussi dire quand cest parfait,tres positif,0,choix
11105,Fresnes,très contente achats très bien conseillé personnel très lécoute,tres positif,0,choix
11107,Feytiat,bons produits certains prix intéressants,tres positif,2,félicitation
11111,Brest,venais produit précis jai facilement trouvé sympathiques vendeurs mont proposé aide donc tout a rapide efficace comme japprécie,tres positif,0,choix
11113,Aubiere,ha ha ha casto effet chez casto ya tout faut comme disait vieil adage parfois compliqué trouve conseiller réveilléalors cherche marche lit pancartes parfois trouve large choix article décorationun peu cher tout mêmeils fabriquent peintures place plus,tres positif,0,choix
11123,Mandelieu La Napoule	,vraiment très bon magasin très bien achalandé tout personnel très professionnel bravo,tres positif,0,choix
11125,Kingersheim,très bon conseils part vendeurs outillage salle bain disponibles professionnels parfait,tres positif,2,félicitation
11127,Le Cannet,merci gwen location service fantastique,tres positif,0,choix
11128,Bondues,rendus jour rayon menuiserie bondues conseillés valentin cloisons verrière studio fils excellent conseiller très disponible sympathique lécoute client vu conseils validé devi jour pris carte fidélité,tres positif,2,félicitation
11129,Creteil,très très grand peut trouver cherche condition connaître rayon courir après employé aider prix assez cher rapport autres enseignes,tres positif,0,choix
11130,Angouleme,grand magasin trouve principe tout lon cherche bon accueil recommander,tres positif,1,personnel
11133,Blagnac,choix conseillers formés compétents sympathiques recommande merci jeune homme poste rayon découpe samedi 80122 patience minutie,tres positif,0,choix
11134,Bèziers,très agréable venir dimanche personnel chaleureux souriant tous rayon mention spéciale manuella salle bain beaucoup gentillesse beaucoup bons conseils permis pouvoir continuer projet prenant temp bien morienter venant loin déçue déplacement reviendrais merci lensemble personnel casto béziers,tres positif,2,félicitation
11153,Terville,dhabitude sais exactement veux donc cest vite fais bien fais toujours bien orienté personnel aujourdhui samedi aprèsmidi jai clairement bien accueilli bien conseillé bon ok confirmer lusage passage belle promo merci conseillère,tres positif,0,choix
11162,Olivet,comme disait certaine pub chez casto ya tout quil faut cest vrai bricoleur dimanche cest nickel qualité vaut bien celle leroymerlin 11 km parking bien pensé place généreuses ainsi lenlèvement gros colis rien redire,tres positif,0,choix
11164,Orvault,bon moins bon magasin a beaucoup vieilli sol semble sale certains rayon ressemblent trop homologues brico dépôt appartiennent chaîne là où jaccepte prix ultra concurrentiels naccepte payer plus cher environnement désuet besoin dun coup neuf depuis 20 an personnel reste polyvalent aimable gros bémol concernant laccueil où deux hôtesses hélas perdu lusage mot bonjour revoir lors entrée sortie ah joubliais sorti sans acheter voilà pourquoi sans doute effort,tres positif,1,personnel
11166,Feytiat,tres bon accueil personnel souriantserviable bons conseils professionnels,tres positif,2,félicitation
11171,Perpignan,très bien bon conseils merci,tres positif,1,personnel
11172,Vélizy Villacoublay,venue effectuer plan future cuisine jai reçue madame diaw jai envie dire bravo quel accueil quelle écoute orientation précises part dune professionnelle a tout simplement pris temp mécouter faire conception répondait attentes tout maiguillant jai rarement tel accompagnement recommence vivement,tres positif,2,félicitation
11179,Bèziers,super magasin animateur micro vraiment très sympa a aidé trouver tout dont besoin connaît très bien produits magasin reviendrons plaisir cest bonheur recommande vivement castorama béziers,tres positif,0,choix
11180,Bèziers,merci castorama béziers bons plan merci super animateur micro vraiment top plus très bons conseils,tres positif,2,félicitation
11181,Bèziers,super magasin animateur micro top a fait trop bonnes affaire recommande,tres positif,0,choix
11193,Mundolsheim,excellent prix abordables excellente affaire pendant soldes employés très aimable recommande,tres positif,0,choix
11199,Kingersheim,magasin propre beaucoup place parking nombreux emplacement pmr peu dattente caisses personnel nombreux courtois magasin mal rangé brouillon,tres positif,0,choix
11201,Dardilly,grand magasin prix attractifs très pratique accès si a voiture frais livraison peut élève,tres positif,0,choix
11209,Chennevieres Sur Marne,bons produits bon prix stock questce cest galère garer,tres positif,2,félicitation
11210,Agen,japprécie beaucoup casto affuche jolie prix bonne qualité,tres positif,0,choix
11211,Coignieres,vendeur radiateur grand monsieur lunette super explication clair net précise,tres positif,0,choix
11226,Pierrelaye,mieux leroy merlin magasin tres propre a tout faut,tres positif,0,choix
11228,Les Ulis,merci toute léquipe cour marchandises plus spécialement camel conseils professionnalisme bonne humeur léquipe garden art,tres positif,2,félicitation
11229,Bèziers,super soldes magasin merci conseils vendeurs gentillesse animateur micro recommande vivement castorama beziers,tres positif,2,félicitation
11233,Les Pennes Mirabeau,prix a lextérieur non affiché coup surprise moment payer sacrée différence entre prix affiché internet place produit passe 1 mètre 180 sachant jai pris 120m produit laisse faire delta,tres positif,0,choix
11240,Villemomble,tout monde très sympa personne laccueil personnes retrait marchandises passant caissière mention spéciale vendeur rayon salle bain a conseillé cabine douche explique bien écoutevraiment bonne expérience merci,tres positif,0,choix
11244,Haubourdin,vraies soldes castorama englos bravo magasin propre accueillant,tres positif,0,choix
11247,St Marcel Les Valence,jai adoré super moment rigolade vendeur efficace professionnel génial merci bon moment,tres positif,1,personnel
11248,Terville,vais souvent faire achats cest bon magasin bien rangé propre tarifs pellet vraiment augmenter 120 plus cher lan dernier sac 25 kg,tres positif,0,choix
11254,Villabè,suite problème cartouche thermostatique rendu castorama villabé changement pièce malheureusement commande a mi 2 mois arriver fournisseur a envoyé castorama bonne référence pièce nest bonne castorama donc fait avoir valeur neuf produit datant 4 an jai retourné très beau geste sachant fautif fournisseur,tres positif,0,choix
11255,Villabè,propre choix conseillers vente agréables cherchais,tres positif,0,choix
11259,Lille,parfait personnel très accueillant aide lorsque chargé plus besoin daller centre commerciaux périphérie franchement cest génial,tres positif,0,choix
11262,Avignon,commandes passées bâti matériaux construction carrelage livraison assurée castorama super service chauffeur très pro hyper aimable efficace recommande merci reste plus quà mettre bricolage,tres positif,0,choix
11267,Dardilly,tres bon accueil vendeurs bon conseil parfait,tres positif,1,personnel
11276,Orvault,magasin recommande tout sauf si temp jouer fort boyard effet prix correspondent tout article étagère vendeurs débordé occupé discuter entre arriver caisse prix ceux affichés surprise chef quand essayez davoir responsable quand personne répondre très désagréable prend haut dit cest bon fait geste commercial prix maintenant peine quon parle plus ça choqué outré alors si professionnel comme très pressé devez trouver article vite donc bon emplacement bon prix bien cest mort cest peine,tres positif,1,personnel
11277,Villemomble,grand magasin beaucoup référence bon stock personnel bon conseil,tres positif,1,personnel
11287,Haubourdin,très bon accueil personnel rayon télévisions très agréable très compétant monsieur laurent a bien guider choix service carte mademoiselle fatima très bonne accueil personne très agréable reviendrai bravo,tres positif,1,personnel
11293,Paris 20,bon magasin dépanner car proche choix extraordinaire non plus logique vu taille,tres positif,1,personnel
11297,Kingersheim,avis concerne rayon peinture remercie siegfried professionnalisme sympathie cest vraiment agréable dêtre conseillée personne compétente merci également karim écoute bonne humeur,tres positif,0,choix
11299,Lattes,très désagréable moment vendeuse cuisine prend vendeuse chez bricoflex dédain condescendance quand plan travail voulez premier prix chance couleur plan travail existant cuisine moralité vais aller acheter meuble cuisine plan travail prise courant encastrable chez leroy merlin,tres positif,0,choix
11317,Quimper,personnel agréable surpris car tous vendeurs croisénous dit bonjour bien ça fait plaisir jutilise beaucoup marque magnum bon rapport qualité prix petite remarque très pauvre solde pouvez faire mieux,tres positif,0,choix
11318,Angouleme,mise part sortie parking peu fouillis remarquable magasin très grand choix tous prix qualité dommage laccueil saturé régulièrement personne plus parfait,tres positif,0,choix
11328,Dardilly,bon rapport qualité prix,tres positif,1,personnel
11333,Dunkerque,magasin propre bien rangé prix excessifs,tres positif,0,choix
11336,Blagnac,expérience uniqueje restée 3 mois cette entreprisecertes peut avoir choses rediremais a tellement choses direun super patrontrès investiune remplaçante rh a tout fait contrat pris chargeet mercij rien redireune manager clairetrès investie vraiment excellent élémenttrès intuitive peut dire élève su dépasser maître équipe top alinouraberline hélénaje aime tousfabi valou laetitiaje aime vraiment tousj attachement conclusionsil a choses revoirmais a employés super equipessuperje embrasse tous,tres positif,0,choix
11340,Kingersheim,phase finale projet construction choisi daller voir casto king dressing accueilli beaucoup sourire charmante sympathique très professionnelle audrey 1h lheure fermeture cest rare partout ailleurs a su répondre parfaitement attentes réalisant projet dressing live a convaincu vendre carte casto a aussitôt fait bénéficier dune remise bienvenue dm fabien passé saluer féliciter projet agréable susciter lintérêt tant client somme repartis passé commande dressing adhéré carte casto surtout passé super moment très agréable quand bien très pro merci audrey bravo savoir mêler lutile lagréable,tres positif,0,choix
11341,Villenave D'Ornon,très bon accueil toujours bons conseils,tres positif,2,félicitation
11342,Bondues,allée hier castorama bondues voulais remercier léquipe aide bienveillance effet su conseiller mieux pouvoir refaire intérieur luminaires tapisserie remercie notamment rémi guidé durant achats,tres positif,0,choix
11350,St Marcel Les Valence,grand magasin spacieux beaucoup choix bien rangé prix correct personnel disponible clientèle caissière aimable très réactive félicitations lensemble personnel,tres positif,0,choix
11352,Bèziers,merci castorama bonnes affaire soldes vient dacheter lot complet visseries a seulement 50 cest super coup merci lanimateur bons plan recommande,tres positif,2,félicitation
11357,Orvault,bonjour personnel très gentil surtout très professionnel matin faire hugues a très efficace grand merci,tres positif,0,choix
11363,Bondues,très bien conseillé dernièrement jai pu refaire décoration lappartement perfection recommande,tres positif,0,choix
11365,Bèziers,merci castorama beziers bon plan super soldes merci lanimateur micro conseils,tres positif,2,félicitation
11368,Lille,bon accueil gen compétents grande amplitude douverture casto a réussi retrouver lesprit droguiste quartier,tres positif,1,personnel
11369,Bèziers,merci beaucoup a castorama béziers super plan loccasion soldes viens dacheter meuble sdb a 200 lieu 649 cest énorme comme promo très satisfaite merci beaucoup lanimateur micro très sympathique recommande castorama béziers,tres positif,0,choix
11372,Antibes,merci henry efficacité gentillesse demande a traitée sm cest rapide parfait,tres positif,0,choix
11375,Blagnac,magasin lequel jachète régulièrement surtout partir printemps pendant saison jardin jy trouve souvent prix moins chers chez leroymerlin dexcellents conseillers projets cuisine 2 bémols prix appareils électroménagers équipant cuisine principe queue unique caisses totale aberration lorsquon explique chaque minute quil faut respecter distance sanitaire,tres positif,0,choix
11380,Besancon,produits bon rapport qualité prix rien a redire bravo équipe murielle benoît laura vanessa vraiment top très très agréable réactif sav équipe bien professionnelle reçu produits très court délais agréablement surpris,tres positif,0,choix
11382,Kingersheim,personnel efficaces courtois bon conseils peut être peu plus 2 caisses ouverte 12h30,tres positif,1,personnel
11384,Brest,cliente depuis plusieurs années toujours très contente,tres positif,0,choix
11389,St Nazaire,très bon accueil équipe samedi soir matériaux extérieur très bon conseil compris renouvellement carte fidélité oublié merci direction remercier competence,tres positif,1,personnel
11391,Bourgoin Jallieu,propre bien organisé peut facilement être renseigbe,tres positif,0,choix
11398,St Martin D'Heres,accueil sympathique compétent alfio conseiller lécoute client tout monde souhaiterait être servis conseillers si agréables,tres positif,0,choix
11404,Dunkerque,très bon accueil conseil responsable rayon salle bain dame compétente lécoute très sympathique,tres positif,1,personnel
11409,Antibes,décide faire commande site castorama deux tabouret bar cherche trouve bonheur passe commande retrait magasin sou 2 heures 20 minute plus tard reçois appel magasin signaler ny a tabouret magasin livraison fin semaine jaccepte dattendre jusquau vendredi 2 3 heures plus tard encore magasin contacte dire finalement reçu tabouret contre ny pieds noir uniquement blanc dis cela convient personne très agréable téléphone rembourse comprends pourquoi castorama mets vente tabouret socle noir vente disponible sou 2 heures retrait magasin finalement jamais avoir vraiment nimporte quoi temp perdu,tres positif,0,choix
11416,Pierrelaye,très bien renseigné bravo,tres positif,0,choix
11417,Vélizy Villacoublay,aujourdhui venais chercher conseils électricité comme chaque fois cest vendeur formidable qualifié très sympa renseignée conseillée aidée passé jai faire vendeurs plomberie jardinage peinture chaque fois jai très bons conseils renseignements merci mr casto chouchouter équipe compétente récompensez chacun membres juste valeur afin puissions continuer dêtre client profiter leurs compétences,tres positif,2,félicitation
11421,Gonfreville L'Orcher,quelques problèmes suite achats mal conseiller vendeurs tiens remercier monsieur colin étudier réaction très professionnel venir satisfaire désagrément encore merci cdt mr canu,tres positif,0,choix
11422,St Nazaire,trouve toujours presque lon cherche personnel disponible accueillant compétent jy vu beaucoup femmes,tres positif,0,choix
11433,Dardilly,trouve tout presque tout forcément meilleur prix,tres positif,0,choix
11447,La Garde,tenon particulièrement remercier 2 chef rayon chauffage carrelage aussi bien leurs conseil disponibilité effectué achats pertinents sans cela plus chères cela a permis daffiner projet budget revenir faire dautres achats encore merci jespère magasin lenseigne continuerons privilégier disponibilité leurs conseillers,tres positif,0,choix
11454,Les Ulis,rayon salles bain chef rayon accueil conseil remarquables bravo,tres positif,1,personnel
11455,Coignieres,magasin très bien agencé personnel compétents aimables trouve tout quon veut,tres positif,0,choix
11459,Villenave D'Ornon,vendeurs pose retour marchandise peu plus compliqué payez espese crédit carte bleu bien faire travailler largent malin castorama avent avoir argent compte 3 4 jour jackpot aujourdhui viens casto matériaux restait seule tôle enfin deux mai trou 5 centimètres demander deux faire prix dit possible compris bizarre jai dit bizarre comme bizarre,tres positif,0,choix
11473,Gonfreville L'Orcher,merci jonas julien accueil leurs conseils patience bonne humeur lors deux visites 4 6 janvier très bien conseillés orientés choix produits changez rien monsieur parfait environnement professionnel a bientôt arnaud sandrine,tres positif,2,félicitation
11481,Bèziers,excellent magasin service découpe primordial magasin bricolage merci salah aidé réaliser toutes découpes dont javais besoin,tres positif,0,choix
11483,Paris 15,a deux station bir hakeim staff adorable efficace magasin grand a beaucoup choix merci dêtre là car paris cest plutôt rare,tres positif,0,choix
11486,Villabè,très grand magasin a choix énorme trouvons tout bonheur staff super gentils très efficace magasin très bien ranger merci beaucoup,tres positif,0,choix
11498,Chennevieres Sur Marne,merci encore jeanluc aide magasin mavait vendu radiateur reserve 19h30 a fait maximum aller chercher jai gagné temp merci toute lequipe,tres positif,0,choix
